Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
JPRN-UMIN000010524 (OASIS),2013,PUB,26397075,<p>RCT</p>,<p>20</p>,"<p>Adalimubab starting with 160 mg, then 80 mg after 2 weeks and 40 mg from 2 weeks onwards.</p>
<p>Azathioprine concomitantly with adalimubab at the initial dose of 160 mg, then 80 mg after 2 weeks and 40 mg from 2 weeks onwards. The target dose for azathioprine is 2.0-2.5mg/kg/day and the dose is increased at the discretion of the attending physician.</p>","<p>Primary outcomes:&nbsp;</p>
<ol>
 <li>Amount of change in CDI from baseline to 24 hr post-treatment by status of azathioprine concomitant use.Plasma adalimubab concentration at 24 weeks by status of azathioprine concomitant use.</li>
</ol>
<p>Secondary Outcome:&nbsp;</p>
<ol>
 <li>CDAI and remission achievement rate at each evaluation time by status of azathioprine concomitant use. (Remission:below CDAI150)</li>
 <li>AAA positive rate at 24 weeks by status of azathioprine concomitant use</li>
 <li>Changes in endoscopic findings(SES-CD) before and at 24 weeks of treatment by status of azathioprine concomitant use</li>
 <li>CRP at each evaluation time by status of azathioprine concomitant use</li>
 <li>AAA positive rate at 24 weeks by status of ATI before treatment</li>
 <li>Remission achievement rate at each evaluation time by status of ATI</li>
 <li>Adverse events</li>
</ol>","<p>https://center6.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000012305</p>
<p>Unclear if the intervention meets our inclusion criteria</p>
<p>Sponsor: Tokyo Medical &amp; Dental University</p>"
NCT00349752 (COSPAR1),2006,PUB,26397077,,,,,"<p>This study was terminated early before reaching recruitment targets. Results for the patients who completed the study were posted on the NCT website.</p>
<p>It is an extension of&nbsp;Sandborn 2010b (WELCOME).</p>
<p>Sponsor: Sponsor: UCB Pharma</p>"
NCT00796250,2008,PUB,26397081,<p>RCT</p>,<p>9</p>,"<p>Infliximab</p>
<p>Azathioprine</p>
<p>Prednisolone</p>","<p>Primary outcome:&nbsp;</p>
<p>To evaluate the therapeutic efficacy of repeated infliximab infusions in order to maintain Crohn's disease remission (Crohn's disease Activity Index [CDAI] &lt;=150) at the end of the study. [ Time Frame: Week 30 ]</p>
<p>Secondary Outcomes:&nbsp;</p>
<p>Tolerability evaluation (labs parameters, vital signs, adverse events). [ Time Frame: At each visit. ]</p>
<p>Quality of life assessment, by IBDQ questionnaire. [ Time Frame: Baseline, Week 10, and Week 30. ]</p>","<p>Terminated</p>
<p>Sponsor: Merck Sharp &amp; Dohme LLC</p>"
NCT01674413 (CADHUM),2012,PUB,26397083,<p>RCT</p>,<p>0</p>,"<p>Placebo</p>
<p>Adalimumab</p>",<p>Primary Outcome: Percent Time in Remission (PTIR) in PRNLOAD vs. Placebo arms [ Time Frame: 48 weeks ].</p>,"<p>(withdrawn)</p>
<p>Sponsor: Peter Higgins, University of Michigan</p>"
NCT01696942,2012,PUB,26397085,<p>RCT</p>,<p>10</p>,"<p>Certolizumab</p>
<p>Mesalamine</p>","<p>Primary outcome: Clinical Recurrence Rates of Crohn's Disease [ Time Frame: 4 weeks, 3 months, 6 months, 9 months, and 12 months ]</p>
<p>Secondary outcome: Number of Participants With Endoscopic Recurrence of Crohn's Disease [ Time Frame: One year following enrollment ]</p>","<p>(terminated)</p>
<p>Sponsor: Milton S. Hershey Medical Center</p>
<p>UCB Pharma</p>"
NCT02771457,2016,PUB,26397087,<p>RCT</p>,<p>1</p>,"<p>IG=Drug: Prednisone<br>
 Drug: Vedolizumab</p>
<p>&nbsp;</p>","<p>Primary Outcome Measures :</p>
<ol>
 <li>Crohn's Disease Activity Index (CDAI) [ Time Frame: baseline, week 6, week 10 ]</li>
</ol>
<p>Secondary Outcome: Secondary Outcome Measures :</p>
<ol>
 <li>Change in Simple Endoscopic Score for Crohn's Disease (SES-CD) [ Time Frame: baseline and week 10 ]</li>
 <li>Change in C-Reactive Protein (CRP) [ Time Frame: baseline and week 10 ]</li>
 <li>Change in Calprotectin [ Time Frame: baseline, week 6 and week 10 ]</li>
</ol>","<p>(withdrawn)</p>
<p>Sponsor: Icahn School of Medicine at Mount Sinai</p>
<p>Takeda</p>"
NCT03221166,2017,PUB,26397089,<p>RCT</p>,<p>9</p>,"<p>Drug: Thalidomide</p>
<p>Comparator drug: Infliximab</p>","<p>Primary outcome:&nbsp;</p>
<ol>
 <li>Efficacy in inducing mucosal healing [ Time Frame: 52 weeks ]</li>
</ol>
<p>Secondary outcome:</p>
<ol>
 <li>Efficacy in inducing clinical response [ Time Frame: 12 weeks ]</li>
 <li>Efficacy in inducing clinical response [ Time Frame: 52 weeks ]</li>
 <li>Efficacy in inducing clinical remission [ Time Frame: 12 weeks ]</li>
 <li>Efficacy in inducing clinical remission [ Time Frame: 52 weeks ]</li>
 <li>Efficacy in reducing the need to change therapy [ Time Frame: 12 weeks ]</li>
 <li>Efficacy in reducing the need to change therapy [ Time Frame: 52 weeks ]</li>
 <li>Efficacy in reducing hospitalizations [ Time Frame: 52 weeks ]</li>
 <li>Efficacy in reducing the need for surgery [ Time Frame: 52 weeks ]</li>
 <li>Efficacy in reducing erythrocyte sedimentation rate [ Time Frame: Each time point between enrolment and 52 weeks (0, 4, 8, 14, 26, 38, 52 weeks) ]</li>
 <li>Efficacy in reducing C-reactive protein [ Time Frame: Each time point between enrolment and 52 weeks (0, 4, 8, 14, 26, 38, 52 weeks) ]</li>
 <li>Efficacy in reducing faecal calprotectin [ Time Frame: Each time point between enrolment and 52 weeks (0, 4, 8, 14, 26, 38, 52 weeks) ]</li>
 <li>Efficacy in modifying body mass index [ Time Frame: Each time point between enrolment and 52 weeks (0, 4, 8, 14, 26, 38, 52 weeks) ]</li>
 <li>Efficacy in modifying height-for-age z score [ Time Frame: Each time point between enrolment and 52 weeks (0, 4, 8, 14, 26, 38, 52 weeks) ]</li>
 <li>Efficacy in modifying weight-for-age z score [ Time Frame: Each time point between enrolment and 52 weeks (0, 4, 8, 14, 26, 38, 52 weeks) ]</li>
 <li>Evaluation of the Treatment-Emergent Adverse Events [ Time Frame: Between enrolment and 52 weeks ]</li>
 <li>Direct and indirect costs [ Time Frame: 52 weeks ]</li>
</ol>",<p>(Terminated)</p>
NCT03370601 (STAMP),2017,PUB,26397091,<p>RCT</p>,<p>9</p>,"<p>Infliximab</p>
<p>Mercaptopurine</p>
<p>Azathioprine</p>","<p>&nbsp;Primary Outcome Measures :</p>
<ol>
 <li>Number of patients in Clinical remission [ Time Frame: At Week 52&nbsp;</li>
</ol>
<p>Secondary Outcome Measures :</p>
<ol>
 <li>Number of patients in deep remission [ Time Frame: At Week 52 ]</li>
 <li>Number of patient in remission and clinical response [ Time Frame: At week 16 ]</li>
 <li>infliximab blood concentration [ Time Frame: Baseline, week 16 ad week 52 ]infliximab antibodies concentration [ Time Frame: Baseline, week 16 ad week 52 ]</li>
 <li>Economic criteria [ Time Frame: At week 52 ]</li>
 <li>number of patient with adverse effects and allergic reactions with infliximab [ Time Frame: At week 52 ]Inflammatory bowel disease questionnaire (score IBDQ) [ Time Frame: Baseline and week 52 ]</li>
 <li>Quality of life</li>
</ol>","<p>Terminated (Not enough recruitment Lack of funding CR) &nbsp;- Benjamin Pariente, MD University Hospital, Lille - benjamin.pariente@chru-lille.fr</p>
<p>Sponsor: University Hospital, Lille</p>"
NCT03393247,2017,PUB,26397093,<p>RCT</p>,<p>160</p>,"<p>IG1=Drug: infliximab and azathioprine combination at week 0-14</p>
<p>IG2=Infliximab and azathioprine combination at week 0-14</p>","<p>Primary Outcome Measures :</p>
<ol>
 <li>loss of response(LOR) rate at one year [ Time Frame: one year ]</li>
</ol>
<p>Secondary Outcome Measures :</p>
<ol>
 <li>Simple Endoscopic Score for Crohn's Disease(SES-CD) at one year [ Time Frame: one year ]</li>
</ol>
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 2.Mucosal healing（MH）status at one year [ Time Frame: one year ]</p>","<p>Not enough information on whether the intervention meets our inclusion criteria</p>
<p>Unknown status &nbsp;- tangjiansys@163.com; helengao818@163.com&nbsp;</p>
<p>Sponsor: Sixth Affiliated Hospital, Sun Yat-sen University</p>"
NCT04131322 (ADA-SWITCH),2019,PUB,26397095,<p>RCT</p>,<p>24</p>,"<p>Adalimumab biosimilar</p>
<p>Adalimumab</p>","<p>Primary Outcome Measures :</p>
<ol>
 <li>Change from baseline to final follow-up in the response of the switch. [ Time Frame: From date of randomization until the date of first documented change from baseline status in concomitant steroids needed or increment in dose or frequency of adalimumab biosimilar or urgent surgery indication ever came first, assessed up to 13 months ]</li>
</ol>
<p>Secondary Outcome Measures :</p>
<ol>
 <li>Compare the antibody formation rate. [ Time Frame: 0, 3, 6, 9, 12, 13 months ]</li>
 <li>The score of the specific quality of life questionnaire [ Time Frame: 0, 3, 6, 9, 12, 13 months ]</li>
 <li>The score of the Visual Analogue Scale (VAS) [ Time Frame: 0, 3, 6, 9, 12, 13 months ]</li>
 <li>Maintenance of bioquimical remission trhough C-reactive protein [ Time Frame: 0, 3, 6, 9, 12, 13 months ]</li>
 <li>Maintenance of bioquimical remission through Calprotectin values [ Time Frame: 0, 3, 6, 9, 12, 13 months ].</li>
 <li>Drug levels [ Time Frame: 0, 3, 6, 9, 12, 13 months ]</li>
 <li>Adverse Event [ Time Frame: 0, 3, 6, 9, 12, 13 months ]</li>
 <li>Hospital admission rate [ Time Frame: 0, 3, 6, 9, 12, 13 months ]</li>
 <li>Surgery rate [ Time Frame: 0, 3, 6, 9, 12, 13 months ]</li>
</ol>","<p>Terminated (Sponsor cancellation)&nbsp;</p>
<p>Sponsor: Fundación Pública Andaluza para la gestión de la Investigación en Sevilla</p>"
NCT04655807,2021,PUB,26397097,<p>RCT</p>,<p>0</p>,"<p>Adalimumab</p>
<p>Ustekinumab</p>
<p>Placebo</p>","<p>Primary Outcome Measures :</p>
<ol>
 <li>Number of Participants with Adverse Events (AEs) and Treatment Emergent Adverse Events (TEAEs) [ Time Frame: Up to Week 26 ]</li>
 <li>Number of Participants with Treatment-emergent Serious Adverse Events (SAEs) [ Time Frame: Up to Week 26 ]</li>
 <li>Number of Participants with TEAEs by System Organ Class with a Frequency Threshold of 5 Percent (%) or More [ Time Frame: Up to Week 26 ]</li>
 <li>Number of Participants with Infections, Serious Infections and Infections Requiring Antimicrobial Treatment [ Time Frame: Up to Week 26 ]</li>
 <li>Number of Participants with Clinically Significant Abnormalities in Vital Signs [ Time Frame: Up to Week 26 ]</li>
 <li>Number of Participants with Clinically Significant Abnormalities in Laboratory Tests [ Time Frame: Up to Week 26 ]</li>
 <li>Number of Participants with AEs Leading to Treatment Discontinuation [ Time Frame: Up to Week 26 ]</li>
 <li>Change from Baseline in the Crohn's Disease Activity Index (CDAI) Score at Week 12 [ Time Frame: Baseline and Week 12 ]</li>
</ol>
<p>Secondary Outcome Measures :</p>
<ol>
 <li>Percentage of Participants Achieving Clinical Response [ Time Frame: Week 12 ]</li>
 <li>Percentage of Participants Achieving Clinical Remission [ Time Frame: Week 12 ]</li>
 <li>Change from Baseline in the Simple Endoscopic Score for Crohn's disease (SES-CD) at Week 12 [ Time Frame: Baseline and Week 12 ]</li>
 <li>Percentage of Participants Achieving an Endoscopic Response [ Time Frame: Week 12 ]</li>
 <li>Percentage of Participants Achieving an Endoscopic Remission [ Time Frame: Week 12 ]</li>
 <li>Change From Baseline in Abdominal Pain (AP) [ Time Frame: Baseline up to Week 12 ]</li>
 <li>Percentage of Participants Achieving Patient-Reported Outcome (PRO)-2 Remission [ Time Frame: Week 12 ]</li>
 <li>Serum Concentrations of JNJ-64304500 [ Time Frame: Up to Week 26 ]</li>
 <li>Number of Participants with Antibodies to JNJ-64304500 [ Time Frame: Up to Week 26 ]</li>
 <li>Number of Participants with Neutralizing Antibodies to JNJ-64304500 [ Time Frame: Up to Week 26 ]</li>
 <li>Change in Pharmacodynamics (PD) Biomarker Levels of C-Reactive Protein (CRP) from Baseline Compared with Placebo [ Time Frame: Baseline, up to Week 26 ]</li>
 <li>Change in PD Biomarker Levels of Fecal Calprotectin from Baseline Compared with Placebo [ Time Frame: Baseline, up to Week 26 ]</li>
 <li>Change in PD Biomarker Levels of Fecal Lactoferrin from Baseline Compared with Placebo [ Time Frame: Baseline, up to Week 26 ]</li>
</ol>","<p>Withdrawn (Sponsor Decision)&nbsp;</p>
<p>Sponsor: Janssen Research &amp; Development, LLC</p>"
NCT05057273,,PUB,26397099,<p>RCT</p>,<p>0&nbsp;</p>,"<p>Experimental: omilancor (BT-11) 1,000mg</p>
<p>Active Comparator: adalimumab</p>","<p><b>Primary Outcome Measures :</b></p>
<ul>
 <li>Quantification of specific cell types including regulatory T cells in the GI tissues by immunohistochemistry on formalin-fixed paraffin-embedded colonic mucosal tissue biopsies [ Time Frame: 12 weeks ]</li>
 <li>Analyses of inflammatory cytokines like IL-1, TNF-a, IL-6, IL-11, IL-8 in the peripheral blood by multiplexed cytokine profiling [ Time Frame: 12 weeks ]</li>
 <li>Analyses of cellular and transcriptomic changes within the colon by single cell RNA sequencing and bulk RNA sequencing [ Time Frame: 12 weeks ]</li>
 <li>Analyses of alterations in the gut microbiome by shotgun metagenomic sequencing [ Time Frame: 12 weeks ]</li>
 <li>Analyses of cellular subsets in the GI tissues by multi-parameter flow cytometry/mass cytometry [ Time Frame: 12 weeks ]</li>
 <li>Analyses of inflammatory cytokines like IL-1, TNF-a, IL-6, IL-11, IL-8 in the stool by multiplexed cytokine profiling [ Time Frame: 12 weeks ]</li>
</ul>
<p><b>Secondary Outcome Measures :</b></p>
<ul>
 <li>In the active BT-11 treatment group, BT-11 concentration in serum, feces, and tissue. [ Time Frame: 12 weeks ]</li>
 <li>Frequency and severity of AEs compared to adalimumab during the 12-week induction period [ Time Frame: 12 weeks ]</li>
 <li>Results of physical examinations like weight [ Time Frame: 12 weeks&nbsp;</li>
 <li>Changes in hematology from baseline by complete hemogram [ Time Frame: 12 weeks ]</li>
</ul>",<p>Withdrawn. The closure of the study is driven by the decision to redesign the study protocol for future studies.</p>
Rogler 2014,2014,PUB,26397101,<p>Unclear if RCT</p>,<p>23</p>,"<p>IG1=QAX576 10 mg/kg</p>
<p>IG2=infliximab (IFX) 5 mg/kg</p>","<p>Primary outcome: &nbsp;Number of patients (responders) achieving complete closure of all perianal fistulas</p>
<p>Secondary outcome: clinical assements of the fistulas and MRI-based activity scores.</p>","<p>Not enough information on whether this was an RCT and if a full report of the results exists.</p>
<p>The author told us to contact the sponsor, Novartis, and they did not respond.</p>"
Wu 2016,,PUB,26397103,<p>RCT</p>,<p>30</p>,"<p>adalimumab 160/80 mg or 80/40 mg at weeks 0/2, followed by 40 mg</p>",<p>Serum adalimumab concentration and change from baseline in fecal calprotectin (FC) were measured during the double-blind period.</p>,<p>This study will be included in the next version of this review.</p>
