Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Karimi 2020,2020,PUB,29493978,,,,,"<p><b>Trial registration: </b>IRCT20180628040270N1; retrospectively registered</p><p><b>Funding: </b>None</p><p><b>Authors correspondence:</b> Correspondence was undertaken with the corresponding authors (kouchesfehani@khu.ac.ir and mh.nasr-esfahani@royaninstitute.org) requesting ethics approval letter, funding letters and the de-identified individual participant data. No response was received.&nbsp;</p><p><b>Additional comments and concerns:&nbsp;</b></p><ul><li data-list-item-id=""e31f6e6ea4930fbc51a1e8fdcfa055d8e"">&nbsp;A co-author (Kouchesfahani) has a retraction for another study (doi:10.1016/j.nlm.2021.10757)</li><li data-list-item-id=""ec34de47f3053201c869a77e80db04781"">The number of clinical pregnancies (intervention:36 /103 control: 31/ 102) and miscarriage (intervention: 5/56 control: 6/31) in both groups doesn't add up or is potentially an error. Both these outcomes have statistical significance and are the main findings of this paper. </li><li data-list-item-id=""eb31cc50d3a0b90240f3c947737d395bc"">Description of recruitment, randomisation and allocation concealment in the trial registration is vague and odd. &nbsp;</li></ul>"
Khan 2020,2020,PUB,29493980,,,,,"<p><b>Trial registration: </b>Authors report ""MCDH/2017/35"" as the trial registration. However, this number does not seem to be a valid on any of the registration portal&nbsp;</p><p><b>Funding:</b> No Funding.&nbsp;</p><p><b>Author correspondence: </b>Correspondence undertaken with authors (kdnayar@usa.net and gauravchdry86@gmail.com) on 28/07/2025 requesting trial registration, individual participant data and other study details. No reply received.</p><p><b>Publication: </b>Abstract</p><p><b>Additional concerns and comments:&nbsp;</b></p><ul><li data-list-item-id=""e167e213ee5df82f8b1263d3d9ac0b5b3"">Trial registration does not seem to be a valid registration, could be an ethics committee approval.</li><li data-list-item-id=""e9f80cbbf5a894835d28684ec5a4afe21"">We suspect that Kant 2019, Khan 2020, Kant 2021, Nayar 2021 and Nayer 2022 are the same study as they share similar results. However, we have been unable to confirm this with the authors .&nbsp;</li></ul>"
Korshunov 2022,2022,PUB,29493983,,,,,"<p><b>Trial registration: </b>Trial does not appear to be registered.&nbsp;</p><p><b>Funding: </b>Unclear.<b>&nbsp;</b></p><p><b>Author correspondence: </b>Correspondence with authors (mkor@iph.krasn.ru) on 28/07/2025 requesting trial registration and/or individual participant data. No reply received.</p><p><b>Publication: </b>Abstract.</p><p><b>Additional concerns and comments:</b>&nbsp;</p><ul><li data-list-item-id=""e6aa78aa2bf8dce63910f34c2813bc113"">Authors description of methodology is vague and randomisation method was unclear ""Patients were randomly selected and divided in 3 groups according the IVF method...""</li><li data-list-item-id=""e93d28543b701cdefa2b2d005a9fb97cf"">Authors do not describe or reference to ethics committee approval.</li></ul>"
Majumdar 2013,2013,PUB,11772587,,,,,"<p><b>Trial registration: </b>Trial does not appear to be registered.&nbsp;</p><p><b>Funding: </b>Unclear.&nbsp;</p><p><b>Author correspondence: </b>Correspondence with authors (gaurav1979@hotmail.com) on 14/08/2025 requesting trial registration and/or individual participant data. No reply received.</p><p><b>Publication:</b> Full text.</p><p><b>Additional concerns and comments:&nbsp;</b></p><ul><li data-list-item-id=""ecbd3bc85a790f4405e7cfcabbfc11f75"">Vague and insufficient description of allocation concealment and blinding</li><li data-list-item-id=""e918067760af93c1eee08bbcb1fe0dfad"">The timeframe between the end of the recruitment (November 2012) and date the manuscript was received (July 2013) is a tight (7/8 months) when considering live birth was collected and reported </li><li data-list-item-id=""ef0f48cb0dcc5a8dbe5cd755ed037ad89"">Authors did not report important patient characteristics such as sperm parameters (concentration, motility, etc.)</li></ul>"
Mantravadi 2023,2023,PUB,29493987,,,,,"<p><b>Trial registration: </b>CTRI/2024/08/072284; retrospectively registered</p><p><b>Funding: </b>Unclear.&nbsp;</p><p><b>Author correspondence: </b>Correspondence undertaken with author (krishna@oasisindia.in) on 15/05/2025 requesting trial registration which was provided. Author noted that the abstract contained interim data, that a manuscript was being drafted and they were unable to provide further data.&nbsp;</p><p><b>Publication: </b>Abstract.</p><p><b>Additional concerns and comments:&nbsp;</b></p><ul><li data-list-item-id=""e33bd8cd6935c6beeb1995b170676c20f"">From author correspondence, it was confirmed that Mantravadi 2022, Mantravadi 2022, and Mantravandi 2023 were all the same study and these records have been merged as one study. &nbsp;</li><li data-list-item-id=""eceb35bd90e984fdbda916b5d08d34d2a"">When assessing the 3 records, we noticed a number of inconsistencies across the publications and trial registration relating to the reported study design, number of participants in groups and intervention. Specifically:<ul><li data-list-item-id=""e8d3d94bf1fe694125e594345764d1be6"">inconsistencies in the reported number of participants in groups</li><li data-list-item-id=""eb04f90bd47dc6b6d4e0ca6958f4e777c"">inconsistencies in the reported recruitment period/study duration</li></ul></li><li data-list-item-id=""ec31742d9b9470022e8eb63b5aab5f145"">This may be because multiple interim analyses were performed. However, because there were numerous inconsistencies, we have major trustworthiness concerns about this study.&nbsp;</li></ul>"
Mantravadi 2024,2024,PUB,29493992,,,,,"<p><b>Trial registration: </b>CTRI/2019/07/020140; retrospectively registered</p><p><b>Funding: </b>No Funding.&nbsp;</p><p><b>Author correspondence:</b> Correspondence with author (krishna@oasisindia.in) on 15/05/2025 requesting trial registration and ethics committee approval which was provided. Author noted that the abstracts included interim data.&nbsp;</p><p><b>Publication: </b>Full Text and Abstracts</p><p><b>Additional concerns and comments:&nbsp;</b></p><ul><li data-list-item-id=""e33bd8cd6935c6beeb1995b170676c20f"">From author correspondence, it was confirmed that Mantravadi 2020, Mantravadi 2021, Mantravandi 2022 and Mantravadi 2024 were the same study and these records have been merged as one study. </li><li data-list-item-id=""eceb35bd90e984fdbda916b5d08d34d2a"">When assessing the 4 records, we noticed a number of inconsistencies across the publications and trial registration relating to the reported study design, number of participants in groups and intervention. Specifically theire were:<ul><li data-list-item-id=""e8d3d94bf1fe694125e594345764d1be6"">inconsistencies in the reported number of participants in groups</li><li data-list-item-id=""eb04f90bd47dc6b6d4e0ca6958f4e777c"">inconsistencies in the reported recruitment period/study duration</li><li data-list-item-id=""ea785cea5ddc60b40d93171af07b8d1ee"">inconsistencies in the reported study design (Mantravadi 2022 is described as an ""observational cohort study"")</li><li data-list-item-id=""efa31dcf14b14459520f2b142f418a9d6"">addition of an extra intervention group that was not specified in the trial registration (Mantravadi 2022; addition of microfluidic sperm selection) </li></ul></li><li data-list-item-id=""ec31742d9b9470022e8eb63b5aab5f145"">Some inconsistencies may be explained because multiple interim analyses seemed to have been performed. However, because there were numerous inconsistencies, we have major trustworthiness concerns about this study.&nbsp;</li></ul><p>&nbsp;</p>"
Nasreldin 2024,2024,PUB,29493998,,,,,"<p><b>Trial registration: </b>NCT06231589; retrospectively registered</p><p><b>Funding: </b>Unclear.</p><p><b>Author correspondence: </b>Correspondence &nbsp;undertaken with author (maiadamoustafa11@gmail.com) on 27/08/2025 requesting ethics approval/IPD and any data collected on live birth, clinical pregnancy and miscarriage rate. No reply received.&nbsp;</p><p><b>Publication: </b>Abstract.&nbsp;</p><p><b>Additional concerns and comments:</b>&nbsp;</p><ul><li data-list-item-id=""ee5ced9f041f85641d8a493f20650abcc"">There is very limited information on methodology (randomisation and allocation concealment is unclear) and results.&nbsp;</li></ul>"
Nayar 2021,2021,PUB,29494000,,,,,"<p><b>Trial registration: </b>Trial does not appear to be registered. &nbsp;</p><p><b>Funding:</b> Unclear.</p><p><b>Author correspondence: </b>Correspondence undertaken with authors (kdnayar@usa.net and gauravchdry86@gmail.com) on 28/07/2025 requesting trial registration, individual participant data and other study details. No reply received.</p><p><b>Publication: </b>Abstract</p><p><b>Additional concerns and comments:&nbsp;</b></p><ul><li data-list-item-id=""eadf7a9498b7c62ae91321d821d269df4"">We suspect that Kant 2019, Khan 2020, Kant 2021, Nayar 2021 and Nayer 2022 are the same study as they share similar results. However, we have been unable to confirm this with the authors. </li><li data-list-item-id=""e7db8e013b82e781a6539cd3a3f0669de"">Authors do not report the use of block randomisation however have equal group sizes (n=100).</li><li data-list-item-id=""e3204dcdd443819631d808aa3c0858e59"">Authors only provide percentage data.</li></ul>"
Nayar 2022,2022,PUB,29494002,,,,,"<p><b>Trial registration: &nbsp;</b>Authors report ""MCDH/2019/35"" as the trial registration. However, this number does not seem to be a valid on any of the registration portal&nbsp;</p><p><b>Funding:</b> Unclear.</p><p><b>Author correspondence: </b>Correspondence undertaken with authors (kdnayar@usa.net and gauravchdry86@gmail.com) on 28/07/2025 requesting trial registration, individual participant data and other study details. No reply received.</p><p><b>Publication: </b>Abstract</p><p><b>Additional concerns and comments:&nbsp;</b></p><ul><li data-list-item-id=""edf4d367c07ccc41923b783424d980676"">Trial registration does not seem to be a valid registration, could be an ethics committee approval.</li><li data-list-item-id=""ee9fe49d354bcf3de495050528b16a0c9"">We suspect that Kant 2019, Khan 2020, Kant 2021, Nayar 2021 and Nayer 2022 are the same study as they share similar results. However, we have been unable to confirm this with the authors.</li><li data-list-item-id=""e5b437fdbe8e635b92e0203c95deddf1f"">Authors do not report the use of block randomisation however have equal group sizes (n=100).</li><li data-list-item-id=""e18a7f1bda653061684db726586d265f3"">Authors only provide percentage data.</li></ul>"
Ozaltin 2023,2023,PUB,29494004,,,,,"<p><b>Trial registration: </b>NCT03355937 ; see below</p><p><b>Funding: </b>No Funding.&nbsp;</p><p><b>Author correspondence: </b>Correspondence with authors (hgoksever@yahoo.com) on 5/08/2025 requesting clarification on methods and other study details. No reply received.&nbsp;</p><p><b>Publication: </b>Full Text.&nbsp;</p><p><b>Additional concerns and comments:</b>&nbsp;</p><ul><li data-list-item-id=""eb5b7dff1903aa68454f920c1baa5df5f"">Authors do not report a study/ recruitment timeframe and therefore, we can not verify whether the trial registration is prospective. Authors only note that participants were analysed for ""for 2 years""</li><li data-list-item-id=""e89ae9f4bbd6da44f7dfce1ce95c568e5"">The description of randomisation and allocation concealment is vague ""Patients were randomized by giving odd and even numbers to use microfluidic chip technique and swim-up technique.""</li><li data-list-item-id=""eba93bf9758a8c5f90e717678182b7699"">Trial registration details masking as ""Double (Participant/Investigator)"" however how blinding was implemented is not detailed.</li><li data-list-item-id=""eab9cca765d09c14fa16106c758b4520f"">When assessing the publication and trial registration we noticed the following inconsistencies<ul><li data-list-item-id=""e5f631a04783eff35c814c9f49e1a999e"">Implantation rate was defined as a primary outcome in trial registration but was not reported or an explanation provided for omitting it from publication.</li><li data-list-item-id=""e459e11fe659c376f11f2569e08fcb31f"">Authors include a description of density gradient centrifugation (DGC) in the methods. However, the use of DGC doesn't make sense to include when considering the other 2 groups.</li></ul></li><li data-list-item-id=""ec31742d9b9470022e8eb63b5aab5f145"">As we were unable to verify the trial registration and noted inconsistencies above, we have major trustworthiness concerns about this study.&nbsp;</li></ul>"
Romany 2014,2014,SOUGHT,11772591,,,,,"<p><b>Trial registration: </b>Trial does not appear to be registered.&nbsp;</p><p><b>Funding: </b>Unclear.&nbsp;</p><p><b>Author correspondence: </b>Correspondence with authors (Laura.Romany@ivi.es) on 28/07/2025 requesting clarification on trial registration. No reply received.&nbsp;</p><p><b>Publication: </b>Full Text.&nbsp;</p><p><b>Additional concerns and comments:</b>&nbsp;</p><ul><li data-list-item-id=""e0572708acff0e0e8fd9173c959baed81"">Authors reported ‘<i>Given that the main intervention of the study involved the handling of sperm samples rather than human beings, clinical trial registration was not required</i>.’</li></ul><p>&nbsp;</p>"
Romany 2019,2019,PUB,29494008,,,,,"<p><b>Trial registration: </b>Trial does not appear to be registered.&nbsp;</p><p><b>Funding: </b>Unclear.&nbsp;</p><p><b>Author correspondence: </b>Correspondence with authors (Laura.Romany@ivi.es) on 28/08/2025 requesting clarification on trial registration, recruitment dates and relation to other publications. No reply received.&nbsp;</p><p><b>Publication:</b> Abstract.&nbsp;</p><p><b>Additional concerns and comments:</b>&nbsp;</p><ul><li data-list-item-id=""ea9cee61af9e31e6e3b8d9e8c91f81460"">We suspect Romany 2019, Romany 2020 and Alegre 2016 are the same study. All studies have a similar sample size, same interventions and all refer to being secondary analysis of a ""prospective trial."". &nbsp;We were unable to confirm this with the authors. </li><li data-list-item-id=""eb66f87a1246ba7b8e4d8adb76d56215a"">Authors do not report recruitment dates or trial registration.&nbsp;</li></ul>"
Romany 2020,2020,PUB,29494010,,,,,"<p><b>Trial registration:</b> Trial does not appear to be registered.&nbsp;</p><p><b>Funding: </b>Unclear.&nbsp;</p><p><b>Author correspondence: </b>Correspondence with authors (Laura.Romany@ivi.es) on 28/08/2025 requesting clarification on trial registration, recruitment dates and relation to other publications. No reply received.<b>&nbsp;</b></p><p><b>Publication: </b>Abstract.&nbsp;</p><p><b>Additional concerns and comments:&nbsp;</b></p><ul><li data-list-item-id=""ea9cee61af9e31e6e3b8d9e8c91f81460"">We suspect Romany 2019, Romany 2020 and Alegre 2016 are the same study. All studies have a similar sample size, the same interventions and all refer to being secondary analysis of a ""prospective trial."". We were unable to confirm this with the authors.</li><li data-list-item-id=""eb66f87a1246ba7b8e4d8adb76d56215a"">Authors do not report recruitment dates or trial registration.&nbsp;</li></ul>"
Ruvolo 2023,2023,PUB,29494012,,,,,<p><b>Trial registration: </b>Trial does not appear to be registered.&nbsp;</p><p><b>Funding: </b>Unclear.&nbsp;</p><p><b>Author correspondence: </b>We were unable to source contact details for the authors. &nbsp;</p><p><b>Publication: </b>Abstract.&nbsp;</p><p>&nbsp;</p>
Tehrani 2019,2019,PUB,29494014,,,,,"<p><b>Trial registration: </b>IRCT2017090336039N1; retrospectively registered&nbsp;</p><p><b>Funding: </b>Funded by the Deputy of Research of Mashhad University of Medical Sciences Mashhad, Iran.</p><p><b>Authors correspondence: </b>Correspondence undertaken with authors to request for additional documents to verify the trial. However, the email address listed bounced for Maryan Tehrani and no response was received from Alireza Ebrahimzadeh-Bideskan</p>"
Troya 2015,2015,PUB,11772593,,,,,"<p><b>Trial registration:</b> Trial does not appear to be registered.&nbsp;</p><p><b>Funding: </b>Unclear.&nbsp;</p><p><b>Author correspondence:</b> Correspondence with authors (jktroya@gmail.com) on 14/01/2025 requesting trial registration with no reply.&nbsp;</p><p><b>Publication</b>: Full Text.&nbsp;</p><p><b>Additional concerns and comments:&nbsp;</b></p><ul><li data-list-item-id=""e88f573844483bc07eb3a02b387a4e64d"">Authors do not describe any ethics approval </li><li data-list-item-id=""ea16e4755c303cf4a105d9f6003947fae"">Vague description of the methodology, specifically there are no details on allocation concealment.&nbsp;</li></ul>"
