Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Hatirnaz 2017,2017,,,,,33,101,,,35,100,,,5.206186750502647,0.9012605042016807,0.502299223685951,1.6171048214514419,,Low risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (mean 1.4 in both groups), indicating that treatment protocols were followed as intended. No other deviations or differences were reported that could plausibly have influenced the outcomes. The analysis was conducted according to the intention-to-treat (ITT) principle</p>",Low risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (mean 1.4 in both groups), indicating that treatment protocols were followed as intended. No other deviations or differences were reported that could plausibly have influenced the outcomes. The analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Low risk,<p>95 out of 100 women of each arm had data to analyze</p>,Low risk,"<p>Method of measuring the outcome was appropriate, was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,Some concerns,"<p>There are some concerns of risk of bias due to randomisation process, and selection of reported results.</p>"
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Levi-Setti 2018,2018,,,,,54,194,,,64,194,,,10.153484893642517,0.7834821428571429,0.5077484403504272,1.2089535277594754,,Some concerns,<p>Allocation sequence was not concealed but no baseline clinical and statistical differences between groups were found in a table that described more than 15 different variables.</p>,Low risk,<p>Participants and embryologists were aware of their assigned intervention. No deviation from the intended protocols. Analysis was performed by intention-to-treat.</p>,Low risk,<p>No lost to follow up</p>,Low risk,"<p>Method of measuring the outcome was not informed. However, given the nature of the outcome and the methods to measure it, it was probably not different between groups and, as it is an objective outcome, it is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Low risk,<p>Data that produced this result was analysed in accordance with a pre-specified analysis plan that was finalised before unblinded outcome data were available for analysis</p>,Some concerns,<p>There is some concerns of risk of bias due to randomisation process.</p>
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Levitas 2004,2004,,,,,3,23,,,3,31,,,0.48853573148974416,1.4,0.2557388477061593,7.664068316488292,,Low risk,<p>Allocation sequence was random and concealed and no baseline differences were found between groups.</p>,Low risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (authors mentioned ""no differences""), indicating that treatment protocols were followed as intended. No other deviations or differences were reported that could plausibly have influenced the outcomes. The analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Low risk,"<p>Although there are missing outcome data, the missingness in the outcome probably does not depend on its true value.</p>",Low risk,"<p>Method of measuring the outcome was appropriate, was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,Some concerns,<p>There is &nbsp;some concerns of risk of bias due to selection of reported results.</p>
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Levron 2002,2002,,,,,8,46,,,15,44,,,2.7846536694915414,0.4070175438596491,0.15202643471034236,1.0897004940304065,,Some concerns,<p>No information if the allocation sequence was random and concealed but no baseline differences between groups.</p>,High risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. Besides, clinically meaningful deviations from the intended interventions were identified: the number of embryos transferred was not similar between groups (3.1 cleavage vs 2.3 blastocyst). ITT analysis was performed.</p>",Low risk,<p>Only 3 out of 46 in the blastocyst group did not have embryo transfer</p>,Low risk,"<p>Method of measuring the outcome was not stated, but it is not probable that it was measured different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,High risk,<p>There is high risk of bias due to deviations from intended interventions and some concerns of risk of bias due to randomisation process and selection of reported results.</p>
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Livingstone 2002,2002,,,,,14,30,,,11,29,,,1.3115942350504317,1.4318181818181819,0.5071754171862021,4.042197701850479,,Low risk,<p>Allocation sequence was random and concealed</p>,High risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. Besides, clinically meaningful deviations from the intended interventions were identified: the number of embryos transferred was not similar between groups (more in cleavage stage than in blastocyst stage). It is unclear if the analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Low risk,<p>All the randomized women were analysed</p>,Low risk,"<p>Method of measuring the outcome was not described. However, it is unlikely that it was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,High risk,<p>There is high risk of bias due to deviations from the intended interventions and there are some concerns of risk of bias due to the selection of reported results.</p>
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Ma 2024,2024/9/5,,,,,256,497,,,200,495,,,21.363588741960786,1.566804979253112,1.2185882556863972,2.014526097356469,,Low risk,<p>Randomization and allocation concealment were properly performed. And no differences were found between the analysed groups.</p>,Low risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (both similar in single and double embryo transfers ), indicating that treatment protocols were followed as intended. No other deviations or differences were reported that could plausibly have influenced the outcomes. The analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Low risk,<p>Almost all the randomized women had data to analyse</p>,Low risk,"<p>Method of measuring the outcome was appropriate, was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Low risk,<p>The protocol was registered in ClinicalTrials.gov: &nbsp;NCT03152643</p>,Low risk,<p>There is no risk of bias.</p>
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Mahmoudinia 2024,2024/7/13,,,,,27,120,,,25,120,,,4.259420908926207,1.103225806451613,0.5967148671740408,2.0396796644012967,,High risk,<p>Randomisation were properly performed. But allocation concealment method that was used is predictable. And some baseline differences were found between the analysed groups.</p>,High risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. Besides, clinically meaningful deviations from the intended interventions were identified: the number of embryos transferred was not similar between groups (1.86 cleavage vs 1.63 blastocyst). Intention-to-treat analysis was performed by reviewers (and not by authors of the study).</p>",Low risk,"<p>Although not all the randomized women had data to analyze, there is evidence that the result was not biased by missing outcome data</p>",Low risk,"<p>Method of measuring the outcome was appropriate, was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Low risk,<p>The protocol was registered in Iranian Registry of Clinical Trials: IRCT20181030041503N1</p>,High risk,<p>There is high risk of bias due to the randomisation process and deviations from the intended interventions.</p>
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Papanikolaou 2005,2005,,,,,38,80,,,23,84,,,2.589835152177949,2.399585921325052,1.25264647157961,4.5966780927107385,,Some concerns,<p>No information about the allocation sequence concealed but no baseline differences between groups.</p>,Low risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (2 embryos in each transfer), indicating that treatment protocols were followed as intended. No other deviations or differences were reported that could plausibly have influenced the outcomes. The analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Low risk,<p>All the randomized women were analysed.</p>,Low risk,"<p>Method of measuring the outcome was appropriate, was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,Some concerns,"<p>There are some concerns of risk of bias due to randomisation process,and selection of reported results.</p>"
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Papanikolaou 2006,2006,,,,,56,175,,,38,176,,,5.664509173837495,1.7089783281733746,1.058141992840884,2.7601276066221136,,Some concerns,<p>There was not enough information to evaluate the method of allocation sequence concealment.</p>,Low risk,<p>Participants were probably aware of their assigned intervention. No deviation from the intended protocols. All randomised women were analysed.</p>,Low risk,<p>All the randomized women were analysed</p>,Low risk,"<p>Method of measuring the outcome was appropriate, was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,Some concerns,<p>There are some concerns of risk of bias due to randomisation process and selection of reported results.</p>
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Rienzi 2002,2002,,,,,24,50,,,24,48,,,2.7996088449453094,0.9230769230769231,0.41792071739600173,2.0388340908923595,,Some concerns,<p>No information about the allocation sequence concealed but no baseline differences between groups.</p>,Some concerns,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (2 embryos in each transfer), indicating that treatment protocols were followed as intended. No other deviations or differences were reported that could plausibly have influenced the outcomes. However, there is no information about the total number of randomised women and it is unclear if the analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Some concerns,<p>No information about neither the total number of randomized women nor the missing outcome data.</p>,Low risk,"<p>Method of measuring the outcome was appropriate, it was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,Some concerns,"<p>There are some concerns of risk of bias due to randomisation process, deviations from the intended interventions, missing outcomes and selection of reported results.</p>"
2,1,Live birth following fresh transfer,,,SUBGROUP_AND_OVERALL,Van der Auwera 2002,2002,,,,,24,70,,,17,66,,,2.528172410459426,1.5038363171355498,0.7173383638954878,3.152659585156811,,Low risk,"<p>No information available to know if the allocation sequence was random. However, allocation sequence was concealed and no baseline differences between groups.</p>",Low risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (mean 1.86 vs 1.87), indicating that treatment protocols were followed as intended. No other deviations or differences were reported that could plausibly have influenced the outcomes. The analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Low risk,<p>Quote: “Three patients were excluded for analysis from group 1 because they wanted an elective blastocyst culture while four patients were excluded from group 2 because they wanted an elective day 2 transfer.”</p>,Low risk,"<p>Method of measuring the outcome was not described. However, it is unlikely that it was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,Some concerns,<p>There are some concerns of risk of bias due to selection of reported results.</p>
2,2,Live birth following fresh transfer: grouped by number of embryos transferred,Single embryo transfer,1,SUBGROUP_AND_OVERALL,Brugnon 2010,2010,,,,,22,55,,,21,52,,,2.847661081590219,0.9841269841269841,0.4542002234307056,2.1323325505466904,,Some concerns,<p>Sequence generated but there was no information about concealment. No table of patients' baseline characteristics reported</p>,Some concerns,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (single embryo transfer), indicating that treatment protocols were followed as intended. It is unclear if the analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Some concerns,"<p>The study reported outcome data only as proportions, without providing the absolute number of participants contributing to the analysis in each group. As a result, it was not possible to assess the extent of missing outcome data or whether outcome data were available for all randomized participants. There was no information on exclusions or losses to follow-up.</p>",Low risk,"<p>Method of measuring the outcome was probably appropriate, was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Some concerns,<p>No protocol registration was found.</p>,Some concerns,"<p>Some risk of bias due to deviation from the intended intervention, missing outcome data, and selection of the reported result.</p>"
2,2,Live birth following fresh transfer: grouped by number of embryos transferred,Single embryo transfer,1,SUBGROUP_AND_OVERALL,Ma 2024,2024/9/5,,,,,256,497,,,200,495,,,21.363588741960786,1.566804979253112,1.2185882556863972,2.014526097356469,,Low risk,<p>Randomization and allocation concealment were properly performed. And no differences were found between the analysed groups.</p>,Low risk,"<p>Participants, carers, and those delivering the interventions were probably aware of the assigned groups, as blinding was not feasible. However, no clinically meaningful deviations from the intended interventions were identified. Specifically, the number of embryos transferred was similar between groups (both similar in single and double embryo transfers ), indicating that treatment protocols were followed as intended. No other deviations or differences were reported that could plausibly have influenced the outcomes. The analysis was conducted according to the intention-to-treat (ITT) principle.</p>",Low risk,<p>Almost all the randomized women had data to analyse</p>,Low risk,"<p>Method of measuring the outcome was appropriate, was not different between groups and it is an objective outcome that is unlikely to be influenced by the knowledge of the assigned intervention.</p>",Low risk,<p>The protocol was registered in ClinicalTrials.gov: &nbsp;NCT03152643</p>,Low risk,<p>There is no risk of bias.</p>
