review_group	review_pdf	review_id	analysis_id	comparison_id	comparison_role	parent_comparison_id	comparison	comparison_label_clean	comparison_label_canonical	outcome	effect_measure	data_type	study_order	study_label_raw	matched_reference_block_label	reference_block_match_status	study_has_pubmed	study_has_pmc	study_matched_pmids	study_pmcids	arm1_label	arm1_events	arm1_total	arm1_mean	arm1_sd	arm2_label	arm2_events	arm2_total	arm2_mean	arm2_sd	weight	effect	ci_lower	ci_upper	row_result_status	row_extraction_status	row_extraction_notes	source_excerpt
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.10	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Time to the first solid diet (random-effects model)	Mean Difference	continuous	2	Balayla 2015	Balayla 2015	matched_reference_block	no	no	.	.	Early	.	61	1.4	0.54	Delayed	.	58	1.78	0.46	34.3	-0.38	-0.56	-0.20	estimable	extracted	.	Analysis 1.10. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 10: Time to the first solid diet (random-effects model) Study or Subgroup Amatyakul 2001 Balayla 2015 Pearl 1998 Total (95% CI) Heterogeneity: Tau² = 0.35; Chi² = 60.62, df = 2 (P < 0.00001); I² = 97% Test for overall effect: Z = 3.13 (P = 0.002) Test for subgroup differences: Not applicableEarly Mean [days] 2.13 1.4 2.3SD [days] 0.3 0.54 1.4Total 53 61 92 206Delayed Mean [days] 3.22 1.78 4.2SD [days] 0.5 0.46 1.5Total 53 58 103 214Weight 34.5% 34.3% 31.3% 100.0%Mean Difference IV, Random, 95% CI [days] -1.09 [-1.25, -0.93] -0.38 [-0.56, -0.20] -1.90 [-2.31, -1.49] -1.10 [-1.79, -0.41]Mean Difference IV, Random, 95% CI [days] -2 -1 0 1 2 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.10	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Time to the first solid diet (random-effects model)	Mean Difference	continuous	3	Pearl 1998	Pearl 1998	matched_reference_block	yes	no	9649101	.	Early	.	92	2.3	1.4	Delayed	.	103	4.2	1.5	31.3	-1.90	-2.31	-1.49	estimable	extracted	.	Analysis 1.10. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 10: Time to the first solid diet (random-effects model) Study or Subgroup Amatyakul 2001 Balayla 2015 Pearl 1998 Total (95% CI) Heterogeneity: Tau² = 0.35; Chi² = 60.62, df = 2 (P < 0.00001); I² = 97% Test for overall effect: Z = 3.13 (P = 0.002) Test for subgroup differences: Not applicableEarly Mean [days] 2.13 1.4 2.3SD [days] 0.3 0.54 1.4Total 53 61 92 206Delayed Mean [days] 3.22 1.78 4.2SD [days] 0.5 0.46 1.5Total 53 58 103 214Weight 34.5% 34.3% 31.3% 100.0%Mean Difference IV, Random, 95% CI [days] -1.09 [-1.25, -0.93] -0.38 [-0.56, -0.20] -1.90 [-2.31, -1.49] -1.10 [-1.79, -0.41]Mean Difference IV, Random, 95% CI [days] -2 -1 0 1 2 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	Mean Difference	continuous	1	Amatyakul 2001	Amatyakul 2001	matched_reference_block	no	no	.	.	Early	.	53	3.26	0.5	Delayed	.	53	3.64	0.9	28.5	-0.38	-0.66	-0.10	estimable	extracted	.	Analysis 1.11. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 11: Hospital stay (random-effects model) Study or Subgroup Amatyakul 2001 Balayla 2015 Minig 2009a Minig 2009b Pearl 1998 Total (95% CI) Heterogeneity: Tau² = 0.22; Chi² = 17.49, df = 4 (P = 0.002); I² = 77% Test for overall effect: Z = 2.52 (P = 0.01) Test for subgroup differences: Not applicableEarly Mean [days] 3.26 3.6 6.9 4.7 4.6SD [days] 0.5 0.88 2.6 1.9 2.1Total 53 61 18 71 92 295Delayed Mean [days] 3.64 3.57 9.1 5.8 5.8SD [days] 0.9 1.08 4.5 2.3 2.7Total 53 58 22 72 103 308Weight 28.5% 27.0% 4.5% 19.8% 20.2% 100.0%Mean Difference IV, Random, 95% CI [days] -0.38 [-0.66, -0.10] 0.03 [-0.32, 0.38] -2.20 [-4.43, 0.03] -1.10 [-1.79, -0.41] -1.20 [-1.88, -0.52] -0.66 [-1.17, -0.15]Mean Difference IV, Random, 95% CI [days] -4 -2 0 2 4 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	Mean Difference	continuous	2	Balayla 2015	Balayla 2015	matched_reference_block	no	no	.	.	Early	.	61	3.6	0.88	Delayed	.	58	3.57	1.08	27.0	0.03	-0.32	0.38	estimable	extracted	.	Analysis 1.11. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 11: Hospital stay (random-effects model) Study or Subgroup Amatyakul 2001 Balayla 2015 Minig 2009a Minig 2009b Pearl 1998 Total (95% CI) Heterogeneity: Tau² = 0.22; Chi² = 17.49, df = 4 (P = 0.002); I² = 77% Test for overall effect: Z = 2.52 (P = 0.01) Test for subgroup differences: Not applicableEarly Mean [days] 3.26 3.6 6.9 4.7 4.6SD [days] 0.5 0.88 2.6 1.9 2.1Total 53 61 18 71 92 295Delayed Mean [days] 3.64 3.57 9.1 5.8 5.8SD [days] 0.9 1.08 4.5 2.3 2.7Total 53 58 22 72 103 308Weight 28.5% 27.0% 4.5% 19.8% 20.2% 100.0%Mean Difference IV, Random, 95% CI [days] -0.38 [-0.66, -0.10] 0.03 [-0.32, 0.38] -2.20 [-4.43, 0.03] -1.10 [-1.79, -0.41] -1.20 [-1.88, -0.52] -0.66 [-1.17, -0.15]Mean Difference IV, Random, 95% CI [days] -4 -2 0 2 4 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	Mean Difference	continuous	3	Minig 2009a	Minig 2009a	matched_reference_block	yes	no	19330379	.	Early	.	18	6.9	2.6	Delayed	.	22	9.1	4.5	4.5	-2.20	-4.43	0.03	estimable	extracted	.	Analysis 1.11. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 11: Hospital stay (random-effects model) Study or Subgroup Amatyakul 2001 Balayla 2015 Minig 2009a Minig 2009b Pearl 1998 Total (95% CI) Heterogeneity: Tau² = 0.22; Chi² = 17.49, df = 4 (P = 0.002); I² = 77% Test for overall effect: Z = 2.52 (P = 0.01) Test for subgroup differences: Not applicableEarly Mean [days] 3.26 3.6 6.9 4.7 4.6SD [days] 0.5 0.88 2.6 1.9 2.1Total 53 61 18 71 92 295Delayed Mean [days] 3.64 3.57 9.1 5.8 5.8SD [days] 0.9 1.08 4.5 2.3 2.7Total 53 58 22 72 103 308Weight 28.5% 27.0% 4.5% 19.8% 20.2% 100.0%Mean Difference IV, Random, 95% CI [days] -0.38 [-0.66, -0.10] 0.03 [-0.32, 0.38] -2.20 [-4.43, 0.03] -1.10 [-1.79, -0.41] -1.20 [-1.88, -0.52] -0.66 [-1.17, -0.15]Mean Difference IV, Random, 95% CI [days] -4 -2 0 2 4 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	Mean Difference	continuous	4	Minig 2009b	Minig 2009b	matched_reference_block	yes	no	19760046	.	Early	.	71	4.7	1.9	Delayed	.	72	5.8	2.3	19.8	-1.10	-1.79	-0.41	estimable	extracted	.	Analysis 1.11. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 11: Hospital stay (random-effects model) Study or Subgroup Amatyakul 2001 Balayla 2015 Minig 2009a Minig 2009b Pearl 1998 Total (95% CI) Heterogeneity: Tau² = 0.22; Chi² = 17.49, df = 4 (P = 0.002); I² = 77% Test for overall effect: Z = 2.52 (P = 0.01) Test for subgroup differences: Not applicableEarly Mean [days] 3.26 3.6 6.9 4.7 4.6SD [days] 0.5 0.88 2.6 1.9 2.1Total 53 61 18 71 92 295Delayed Mean [days] 3.64 3.57 9.1 5.8 5.8SD [days] 0.9 1.08 4.5 2.3 2.7Total 53 58 22 72 103 308Weight 28.5% 27.0% 4.5% 19.8% 20.2% 100.0%Mean Difference IV, Random, 95% CI [days] -0.38 [-0.66, -0.10] 0.03 [-0.32, 0.38] -2.20 [-4.43, 0.03] -1.10 [-1.79, -0.41] -1.20 [-1.88, -0.52] -0.66 [-1.17, -0.15]Mean Difference IV, Random, 95% CI [days] -4 -2 0 2 4 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.11	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Hospital stay (random-effects model)	Mean Difference	continuous	5	Pearl 1998	Pearl 1998	matched_reference_block	yes	no	9649101	.	Early	.	92	4.6	2.1	Delayed	.	103	5.8	2.7	20.2	-1.20	-1.88	-0.52	estimable	extracted	.	Analysis 1.11. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 11: Hospital stay (random-effects model) Study or Subgroup Amatyakul 2001 Balayla 2015 Minig 2009a Minig 2009b Pearl 1998 Total (95% CI) Heterogeneity: Tau² = 0.22; Chi² = 17.49, df = 4 (P = 0.002); I² = 77% Test for overall effect: Z = 2.52 (P = 0.01) Test for subgroup differences: Not applicableEarly Mean [days] 3.26 3.6 6.9 4.7 4.6SD [days] 0.5 0.88 2.6 1.9 2.1Total 53 61 18 71 92 295Delayed Mean [days] 3.64 3.57 9.1 5.8 5.8SD [days] 0.9 1.08 4.5 2.3 2.7Total 53 58 22 72 103 308Weight 28.5% 27.0% 4.5% 19.8% 20.2% 100.0%Mean Difference IV, Random, 95% CI [days] -0.38 [-0.66, -0.10] 0.03 [-0.32, 0.38] -2.20 [-4.43, 0.03] -1.10 [-1.79, -0.41] -1.20 [-1.88, -0.52] -0.66 [-1.17, -0.15]Mean Difference IV, Random, 95% CI [days] -4 -2 0 2 4 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.12	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Febrile morbidity	Risk Ratio	dichotomous	1	Balayla 2015	Balayla 2015	matched_reference_block	no	no	.	.	Early	11	61	.	.	Delayed	17	58	.	.	23.5	0.62	0.32	1.20	estimable	extracted	.	Analysis 1.12. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 12: Febrile morbidity Study or Subgroup Balayla 2015 MacMillan 2000 Pearl 1998 Total (95% CI) Total events: Heterogeneity: Chi² = 3.79, df = 2 (P = 0.15); I² = 47% Test for overall effect: Z = 0.37 (P = 0.71) Test for subgroup differences: Not applicableEarly Events 11 7 50 68Total 61 67 92 220Delayed Events 17 3 57 77Total 58 72 103 233Weight 23.5% 3.9% 72.6% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.62 [0.32, 1.20] 2.51 [0.68, 9.30] 0.98 [0.76, 1.27] 0.96 [0.75, 1.22]Risk Ratio M-H, Fixed, 95% CI 0.05 0.2 1 5 20 Favours early Favours delayed Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.38 Cochrane LibraryTrusted evidence. Informed decisions. Better health. C...
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.12	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Febrile morbidity	Risk Ratio	dichotomous	2	MacMillan 2000	MacMillan 2000	matched_reference_block	yes	no	11004367	.	Early	7	67	.	.	Delayed	3	72	.	.	3.9	2.51	0.68	9.30	estimable	extracted	.	Analysis 1.12. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 12: Febrile morbidity Study or Subgroup Balayla 2015 MacMillan 2000 Pearl 1998 Total (95% CI) Total events: Heterogeneity: Chi² = 3.79, df = 2 (P = 0.15); I² = 47% Test for overall effect: Z = 0.37 (P = 0.71) Test for subgroup differences: Not applicableEarly Events 11 7 50 68Total 61 67 92 220Delayed Events 17 3 57 77Total 58 72 103 233Weight 23.5% 3.9% 72.6% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.62 [0.32, 1.20] 2.51 [0.68, 9.30] 0.98 [0.76, 1.27] 0.96 [0.75, 1.22]Risk Ratio M-H, Fixed, 95% CI 0.05 0.2 1 5 20 Favours early Favours delayed Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.38 Cochrane LibraryTrusted evidence. Informed decisions. Better health. C...
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.12	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Febrile morbidity	Risk Ratio	dichotomous	3	Pearl 1998	Pearl 1998	matched_reference_block	yes	no	9649101	.	Early	50	92	.	.	Delayed	57	103	.	.	72.6	0.98	0.76	1.27	estimable	extracted	.	Analysis 1.12. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 12: Febrile morbidity Study or Subgroup Balayla 2015 MacMillan 2000 Pearl 1998 Total (95% CI) Total events: Heterogeneity: Chi² = 3.79, df = 2 (P = 0.15); I² = 47% Test for overall effect: Z = 0.37 (P = 0.71) Test for subgroup differences: Not applicableEarly Events 11 7 50 68Total 61 67 92 220Delayed Events 17 3 57 77Total 58 72 103 233Weight 23.5% 3.9% 72.6% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.62 [0.32, 1.20] 2.51 [0.68, 9.30] 0.98 [0.76, 1.27] 0.96 [0.75, 1.22]Risk Ratio M-H, Fixed, 95% CI 0.05 0.2 1 5 20 Favours early Favours delayed Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.38 Cochrane LibraryTrusted evidence. Informed decisions. Better health. C...
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.13	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Infectious complications	Risk Ratio	dichotomous	1	Minig 2009a	Minig 2009a	matched_reference_block	yes	no	19330379	.	Early	0	18	.	.	Delayed	3	22	.	.	24.2	0.17	0.01	3.14	estimable	extracted	.	Analysis 1.13. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 13: Infectious complications Study or Subgroup Minig 2009a Minig 2009b Total (95% CI) Total events: Heterogeneity: Chi² = 0.01, df = 1 (P = 0.92); I² = 0% Test for overall effect: Z = 2.42 (P = 0.02) Test for subgroup differences: Not applicableEarly Events 0 2 2Total 18 71 89Delayed Events 3 10 13Total 22 72 94Weight 24.2% 75.8% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.17 [0.01, 3.14] 0.20 [0.05, 0.89] 0.20 [0.05, 0.73]Risk Ratio M-H, Fixed, 95% CI 0.01 0.1 1 10 100 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.13	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Infectious complications	Risk Ratio	dichotomous	2	Minig 2009b	Minig 2009b	matched_reference_block	yes	no	19760046	.	Early	2	71	.	.	Delayed	10	72	.	.	75.8	0.20	0.05	0.89	estimable	extracted	.	Analysis 1.13. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 13: Infectious complications Study or Subgroup Minig 2009a Minig 2009b Total (95% CI) Total events: Heterogeneity: Chi² = 0.01, df = 1 (P = 0.92); I² = 0% Test for overall effect: Z = 2.42 (P = 0.02) Test for subgroup differences: Not applicableEarly Events 0 2 2Total 18 71 89Delayed Events 3 10 13Total 22 72 94Weight 24.2% 75.8% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.17 [0.01, 3.14] 0.20 [0.05, 0.89] 0.20 [0.05, 0.73]Risk Ratio M-H, Fixed, 95% CI 0.01 0.1 1 10 100 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.14	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Wound complications	Risk Ratio	dichotomous	1	Minig 2009a	Minig 2009a	matched_reference_block	yes	no	19330379	.	Early	0	18	.	.	Delayed	3	22	.	.	11.2	0.17	0.01	3.14	estimable	extracted	.	Analysis 1.14. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 14: Wound complications Study or Subgroup Minig 2009a Minig 2009b Pearl 1998 Steed 2002 Total (95% CI) Total events: Heterogeneity: Chi² = 2.70, df = 3 (P = 0.44); I² = 0% Test for overall effect: Z = 0.79 (P = 0.43) Test for subgroup differences: Not applicableEarly Events 0 0 20 1 21Total 18 71 92 47 228Delayed Events 3 2 22 2 29Total 22 72 103 49 246Weight 11.2% 8.8% 73.2% 6.9% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.17 [0.01, 3.14] 0.20 [0.01, 4.15] 1.02 [0.60, 1.74] 0.52 [0.05, 5.56] 0.82 [0.50, 1.35]Risk Ratio M-H, Fixed, 95% CI 0.01 0.1 1 10 100 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.14	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Wound complications	Risk Ratio	dichotomous	2	Minig 2009b	Minig 2009b	matched_reference_block	yes	no	19760046	.	Early	0	71	.	.	Delayed	2	72	.	.	8.8	0.20	0.01	4.15	estimable	extracted	.	Analysis 1.14. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 14: Wound complications Study or Subgroup Minig 2009a Minig 2009b Pearl 1998 Steed 2002 Total (95% CI) Total events: Heterogeneity: Chi² = 2.70, df = 3 (P = 0.44); I² = 0% Test for overall effect: Z = 0.79 (P = 0.43) Test for subgroup differences: Not applicableEarly Events 0 0 20 1 21Total 18 71 92 47 228Delayed Events 3 2 22 2 29Total 22 72 103 49 246Weight 11.2% 8.8% 73.2% 6.9% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.17 [0.01, 3.14] 0.20 [0.01, 4.15] 1.02 [0.60, 1.74] 0.52 [0.05, 5.56] 0.82 [0.50, 1.35]Risk Ratio M-H, Fixed, 95% CI 0.01 0.1 1 10 100 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.14	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Wound complications	Risk Ratio	dichotomous	3	Pearl 1998	Pearl 1998	matched_reference_block	yes	no	9649101	.	Early	20	92	.	.	Delayed	22	103	.	.	73.2	1.02	0.60	1.74	estimable	extracted	.	Analysis 1.14. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 14: Wound complications Study or Subgroup Minig 2009a Minig 2009b Pearl 1998 Steed 2002 Total (95% CI) Total events: Heterogeneity: Chi² = 2.70, df = 3 (P = 0.44); I² = 0% Test for overall effect: Z = 0.79 (P = 0.43) Test for subgroup differences: Not applicableEarly Events 0 0 20 1 21Total 18 71 92 47 228Delayed Events 3 2 22 2 29Total 22 72 103 49 246Weight 11.2% 8.8% 73.2% 6.9% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.17 [0.01, 3.14] 0.20 [0.01, 4.15] 1.02 [0.60, 1.74] 0.52 [0.05, 5.56] 0.82 [0.50, 1.35]Risk Ratio M-H, Fixed, 95% CI 0.01 0.1 1 10 100 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.14	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Wound complications	Risk Ratio	dichotomous	4	Steed 2002	Steed 2002	matched_reference_block	yes	no	12015496	.	Early	1	47	.	.	Delayed	2	49	.	.	6.9	0.52	0.05	5.56	estimable	extracted	.	Analysis 1.14. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 14: Wound complications Study or Subgroup Minig 2009a Minig 2009b Pearl 1998 Steed 2002 Total (95% CI) Total events: Heterogeneity: Chi² = 2.70, df = 3 (P = 0.44); I² = 0% Test for overall effect: Z = 0.79 (P = 0.43) Test for subgroup differences: Not applicableEarly Events 0 0 20 1 21Total 18 71 92 47 228Delayed Events 3 2 22 2 29Total 22 72 103 49 246Weight 11.2% 8.8% 73.2% 6.9% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.17 [0.01, 3.14] 0.20 [0.01, 4.15] 1.02 [0.60, 1.74] 0.52 [0.05, 5.56] 0.82 [0.50, 1.35]Risk Ratio M-H, Fixed, 95% CI 0.01 0.1 1 10 100 Favours early Favours delayed
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.15	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Pneumonia	Risk Ratio	dichotomous	1	Minig 2009b	Minig 2009b	matched_reference_block	yes	no	19760046	.	Early	0	71	.	.	Delayed	2	72	.	.	42.6	0.20	0.01	4.15	estimable	extracted	.	Analysis 1.15. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 15: Pneumonia Study or Subgroup Minig 2009b Pearl 1998 Steed 2002 Total (95% CI) Total events: Heterogeneity: Chi² = 0.82, df = 2 (P = 0.66); I² = 0% Test for overall effect: Z = 1.28 (P = 0.20) Test for subgroup differences: Not applicableEarly Events 0 0 1 1Total 71 92 47 210Delayed Events 2 2 1 5Total 72 103 49 224Weight 42.6% 40.5% 16.8% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.20 [0.01, 4.15] 0.22 [0.01, 4.60] 1.04 [0.07, 16.19] 0.35 [0.07, 1.73]Risk Ratio M-H, Fixed, 95% CI 0.01 0.1 1 10 100 Favours early Favours delayed Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.39 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database...
first_pass	Cochrane_reviews/first_pass/CD004508_early_feeding_gyn_surgery.pdf	CD004508_early_feeding_gyn_surgery	1.15	1	main_comparison	.	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	Early versus delayed oral fluids and food after major abdominal gynaecologic surgery	early versus delayed oral fluids food after major abdominal gynaecologic surgery	Pneumonia	Risk Ratio	dichotomous	2	Pearl 1998	Pearl 1998	matched_reference_block	yes	no	9649101	.	Early	0	92	.	.	Delayed	2	103	.	.	40.5	0.22	0.01	4.60	estimable	extracted	.	Analysis 1.15. Comparison 1: Early versus delayed oral fluids and food after major abdominal gynaecologic surgery, Outcome 15: Pneumonia Study or Subgroup Minig 2009b Pearl 1998 Steed 2002 Total (95% CI) Total events: Heterogeneity: Chi² = 0.82, df = 2 (P = 0.66); I² = 0% Test for overall effect: Z = 1.28 (P = 0.20) Test for subgroup differences: Not applicableEarly Events 0 0 1 1Total 71 92 47 210Delayed Events 2 2 1 5Total 72 103 49 224Weight 42.6% 40.5% 16.8% 100.0%Risk Ratio M-H, Fixed, 95% CI 0.20 [0.01, 4.15] 0.22 [0.01, 4.60] 1.04 [0.07, 16.19] 0.35 [0.07, 1.73]Risk Ratio M-H, Fixed, 95% CI 0.01 0.1 1 10 100 Favours early Favours delayed Early versus delayed oral feeding after major gynaecologic surgery (Review) Copyright © 2024 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.39 Cochrane LibraryTrusted evidence. Informed decisions. Better health. Cochrane Database...
