review_group	review_pdf	review_id	study_label	registry_type	registry_id	registry_url	source	lookup_status	notes	reference_excerpt
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Actrn12620001281987	ACTRN	Actrn12620001281987	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Actrn12620001281987. Modifying activity behaviours in osteoarthritis. The best activity is the next activity: the effect of replacing sitting with moving on pain in people with osteoarthritis. Actrn12620001281987 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Actrn12621000535875	ACTRN	Actrn12621000535875	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Actrn12621000535875. Is a digital knee brace helpful for patients with osteoarthritis? Evaluating a digital knee brace and mobile-based CBT application for the treatment of knee pain in adults aged 65 or younger with knee osteoarthritis: a pilot trial. Actrn12621000535875 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Actrn12622000461796	ACTRN	Actrn12622000461796	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Actrn12622000461796. Exercise and weight loss for hip osteoarthritis: a clinical trial. Effectiveness of a telehealth-delivered clinician-supported exercise and weight loss program (Better Hip) for hip osteoarthritis: a randomised controlled trial. Actrn12622000461796 2022. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Actrn12622001231730	ACTRN	Actrn12622001231730	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Actrn12622001231730. How should exercise and education be delivered in exercise physiology interventions in people with knee osteoarthritis? Feasibility of 'exercising into pain' in patients with symptomatic knee osteoarthritis. Actrn12622001231730 2022.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Allen 2021	NCT	NCT02653768	https://clinicaltrials.gov/study/NCT02653768	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Allen KD, Bongiorni D, Caves K, Coffman CJ, Floegel TA, Greysen HM, et al. STepped exercise program for patients with knee OsteoArthritis (STEP-KOA): protocol for a randomized controlled trial. BMC Musculoskeletal Disorders 2019;20(1):(no pagination). [DOI: 10.1186/s12891-019-2627-8] - DOI - PMC - PubMed Allen KD, Woolson S, Hoenig HM, Bongiorni D, Byrd J, Caves K, et al. Stepped exercise program for patients with knee osteoarthritis a randomized controlled trial. Annals of Internal Medicine 2021;174(3):298-307. [DOI: 10.7326/M20-4447] - DOI - PMC - PubMed Kaufman B, Allen KD, Coffman CJ, Wool
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR1800015203	ChiCTR	ChiCTR1800015203	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR1800015203. The effect of YIJINJING on knee stability in knee osteoarthritis. ChiCTR1800015203 2018.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000031887	ChiCTR	ChiCTR2000031887	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2000031887. Effects of exercise combined with compound amino acid glucose intervention on middle-aged and elderly osteoarthritis. ChiCTR2000031887 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000033370	ChiCTR	ChiCTR2000033370	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2000033370. The biomechanical effectiveness of the Taichi exercise in the management of knee OA: a randomized controlled trial. ChiCTR2000033370 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000033397	ChiCTR	ChiCTR2000033397	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2000033397. The feasibility and effectiveness of internet-based rehabilitation for patients with knee osteoarthritis: a randomized controlled trial in the community setting. ChiCTR2000033397 2020. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000037083	ChiCTR	ChiCTR2000037083	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2000037083. Clinical application study of Yijinjing in preventing and treating knee osteoarthritis. ChiCTR2000037083 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000037256	ChiCTR	ChiCTR2000037256	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2000037256. Study on the mechanism of regulating the balance of tendon and bone strength in knee osteoarthritis with Yijinjing. ChiCTR2000037256 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000037303	ChiCTR	ChiCTR2000037303	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2000037303. The clinical study of weight-loss gait training on improving lower limb joint function in elderly patients with osteoarthritis. ChiCTR2000037303 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000038158	ChiCTR	ChiCTR2000038158	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2000038158. Effects of a WeChat-based transtheoretical model-based home-exercise intervention for older adults with knee osteoarthritis. ChiCTR2000038158 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000039005	ChiCTR	ChiCTR2000039005	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2000039005. The effectiveness of leg swing exercise versus quadriceps strengthening in treating patients with knee osteoarthritis: a randomized controlled trial. ChiCTR2000039005 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2100041978	ChiCTR	ChiCTR2100041978	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2100041978. Video-linked by physiotherapists and supported by family, exercise and education for community-dwelling older patients with knee osteoarthritis. ChiCTR2100041978 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2100044586	ChiCTR	ChiCTR2100044586	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2100044586. Clinical observation on the improvement of lower limb function of patients with knee osteoarthritis by South Shaolin kung [Application study of South Shaolin kung to improve lower limb function in patients with knee osteoarthritis]. ChiCTR2100044586 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2100045654	ChiCTR	ChiCTR2100045654	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2100045654. Study on the effect of kneeling on balance ability of knee osteoarthritis. ChiCTR2100045654 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2100052416	ChiCTR	ChiCTR2100052416	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2100052416. Research on the combined effect of systemic nutrition and rhythmic exercise on people with abnormal metabolism of motor system. ChiCTR2100052416 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2100053574	ChiCTR	ChiCTR2100053574	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2100053574. To explore the effect mechanism of Taijiquan in the treatment of knee osteoarthritis from the perspective of rehabilitation omics. ChiCTR2100053574 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300067530	ChiCTR	ChiCTR2300067530	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2300067530. Effects of home-based heel-kicking and stretching exercise on pain and joint function in the acute phase of moderate to severe knee osteoarthritis. ChiCTR2300067530 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300067546	ChiCTR	ChiCTR2300067546	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2300067546. A randomized controlled trial of modified eight-stage taijiquan for intervention in early to mid-stage knee osteoarthritis. ChiCTR2300067546 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300070376	ChiCTR	ChiCTR2300070376	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Electroacupuncture versus exercise in patients with knee osteoarthritis: a randomized controlled trial. ChiCTR2300070376 2023. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300070872	ChiCTR	ChiCTR2300070872	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2300070872. Internet plus continuous rehabilitation nursing combined with lower limb quadriceps femoris muscle strength training for knee osteoarthritis: a randomized controlled trial. ChiCTR2300070872 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300071181	ChiCTR	ChiCTR2300071181	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2300071181. Research on remote rehabilitation treatment model of knee osteoarthritis. ChiCTR2300071181 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300072820	ChiCTR	ChiCTR2300072820	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2300072820. Effect of blood flow restriciton training in patients with knee OA. ChiCTR2300072820 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300073480	ChiCTR	ChiCTR2300073480	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2300073480. Construction and effect evaluation of progressive phased resistance exercise intervention scheme for obese subjects with knee osteoarthritis. ChiCTR2300073480 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300073688	ChiCTR	ChiCTR2300073688	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	ChiCTR2300073688. Effect of the telemedicine-supported multicomponent exercise therapy in patients with knee osteoarthritis: a randomized controlled trial [Digital exercise therapy for the prevention and treatment of knee osteoarthritis: a clinical study protocol]. ChiCTR2300073688 2023. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2014/01/004270	registry	Ctri/2014/01/004270	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2014/01/004270. Trial of 2 conservative therapies for knee arthritis patients [Comparative impact of two packages of non pharmacological interventions on quality of life of knee osteoarthritis patients reporting at a tertiary care institution - a randomized control trial]. Ctri/2014/01/004270 2014.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2015/01/005485	registry	Ctri/2015/01/005485	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2015/01/005485. To check the effect of strengthening exercises and manual therapy in subjects with knee osteoarthritis. Ctri/2015/01/005485 2015.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2018/03/012620	registry	Ctri/2018/03/012620	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2018/03/012620. Long term benefits of specific physiotherapy for patients with osteoarthritis of knee [Long term efficacy of Mulligan mobilization with movement on pain and functional status in patients with osteoarthritis of knee joint. A randomized clinical trial]. Ctri/2018/03/012620 2018.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2019/01/017049	registry	Ctri/2019/01/017049	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2019/01/017049. To compare the effect of routienly done strengthening exercises versus joint position sence trining in patients with early osteoarthritis [Effectiveness of proprioceptive training Vversus conventional exercises on postural sway in patients with early knee osteoarthritis]. Ctri/2019/01/017049 2019.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2019/09/021331	registry	Ctri/2019/09/021331	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2019/09/021331. Using a type of machine with current to reduce pain in patients with knee pain effects of wireless electric stimulation on pain and disability in patient with osteoarthritis knee: a randomized controlled trial. Ctri/2019/09/021331 2019.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2020/03/023737	registry	Ctri/2020/03/023737	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2020/03/023737. Effectiveness of specific physiotherapy evaluation and treatment in decreasing pain and improving joint function among individuals with mechanical knee pain [Effectiveness of Mckenzie method of evaluation and treatment for mechanical disorders of knee joint]. Ctri/2020/03/023737 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2020/03/024311	registry	Ctri/2020/03/024311	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2020/03/024311. Knee School for patients suffering from knee osteoarthritis [Pilot the concept of knee school in outpatient department settings at PGIMER, Chandigarh for improving the quality of life of patients suffering from knee osteoarthritis through a randomised controlled trial]. Ctri/2020/03/024311 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2020/06/025912	registry	Ctri/2020/06/025912	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2020/06/025912. Application of selected yoga asana on treatment of osteoarthritis in knee [Comparison between effects of select yoga asana with exercise therapy in osteoarthritis of knee joint]. Ctri/2020/06/025912 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2020/06/025973	registry	Ctri/2020/06/025973	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2020/06/025973. Effect of core stability and hip strengthening exercise to reduce pain, improve function and to enhance daily life activity in patients with osteoarthritis of knee. Ctri/2020/06/025973 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2020/07/026397	registry	Ctri/2020/07/026397	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2020/07/026397. Hip strengthening exercise in knee osteoarthritis [Effectiveness of hip strengthening exercise in patients with knee osteoarthritis]. Ctri/2020/07/026397 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2020/11/028915	registry	Ctri/2020/11/028915	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2020/11/028915. Effect of active vs passive exercise in knee pain [Effect of active vs passive movement with mobilization on pain & range of motion in patients with chronic osteoarthritis knee]. Ctri/2020/11/028915 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2020/11/029138	registry	Ctri/2020/11/029138	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2020/11/029138. There is scarcity of literature as whether isokinetic exercise or electromyography biofeedback along with conventional physiotherapy is more effective to strengthen vastus medialis oblique in osteoarthritis knee to reduce pain and increase range of motion. Ctri/2020/11/029138 2020.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2021/01/030519	registry	Ctri/2021/01/030519	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2021/01/030519. Effect of combined kinetic chain exercises on vastus medialis oblique muscle thickness measured with ultrasound in patients with knee osteoarthrits [Effect of open kinetic chain and closed kinetic chain exercises on vastus medialis oblique muscle volume and]. Ctri/2021/01/030519 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2021/04/033203	registry	Ctri/2021/04/033203	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2021/04/033203. Effect of muscle strengthening on walking angle in osteoarthritis knee [Effect of core muscle and antigravity muscle strengthening on foot progression angle in patients with osteoarthritis knee: a randomized control trial]. Ctri/2021/04/033203 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2021/09/036724	registry	Ctri/2021/09/036724	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2021/09/036724. Effects of pilates and egoscue exercises in subjects with knee osteoarthritis [Comparative effective of pilates and egoscue exercises on pain, function, proprioception and peak muscle torque in subjects with knee osteoarthritis- a randomized parallel group]. Ctri/2021/09/036724 2021.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2022/03/041074	registry	Ctri/2022/03/041074	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2022/03/041074. Effect of weight resistance exercises versus band exercises on knee pain [Effect of resistance training using weight cuff versus theraband resistance training of knee extensors on knee Q angle and gait in knee osteoarthritis. A randomized control trail]. Ctri/2022/03/041074 2022.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2022/05/042506	registry	Ctri/2022/05/042506	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2022/05/042506. Effect of alternate heat and cold treatment by water and device to reduce pain and improve knee movement and physical activities in people with knee pain due to osteoarthritis. Ctri/2022/05/042506 2022.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2022/10/046835	registry	Ctri/2022/10/046835	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2022/10/046835. Effects of activity modification with weight bearing exercises on pain and quality of life in patients with knee osteoarthritis &acirc;?? A Pilot Randomized Controlled Trial. Ctri/2022/10/046835 2022.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2022/12/048269	registry	Ctri/2022/12/048269	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2022/12/048269. To know the effect of Unani massage and exercise in knee osteoarthritis [Clinical evaluation of efficacy of Dalk with Roghan e Ahmar jadeed and Riyazat (knee strengthening Eexercise) in knee osteoarthritis]. Ctri/2022/12/048269 2022.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/01/049164	registry	Ctri/2023/01/049164	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/01/049164. Efficacy of floss band technique along with conventional approach in management of knee osteoarthritis [Ctri/2023/01/049164]. Ctri/2023/01/049164 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/04/051550	registry	Ctri/2023/04/051550	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/04/051550. A clinical trial to find out the effect of resisted exercises in improving walking pattern in oa knee subjects [Efficacy of progressive resisted training of lower extremity muscles and core muscles in improving early stage osteoarthritis of knee]. Ctri/2023/04/051550 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/04/051625	registry	Ctri/2023/04/051625	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/04/051625. Effectiveness of a new exercise (wall touch single limb stance) in patients with osteoarthritis knee. Ctri/2023/04/051625 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/05/053101	registry	Ctri/2023/05/053101	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/05/053101. Effect of pain education and cognition targeted exercises on pain, disability and quality of life in knee osteoarthritis patients. Ctri/2023/05/053101 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/06/053585	registry	Ctri/2023/06/053585	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/06/053585. Cycling for muscle strength in Knee Osteoarthritis [Effect of stationary cycling on quality of life, pain & isokinetic strength in patients with knee osteoarthritis]. Ctri/2023/06/053585 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/07/054805	registry	Ctri/2023/07/054805	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/07/054805. Effectivness of core exercise training in patients diagnosed with knee osteoarthritis - a randomized controlled trial. Ctri/2023/07/054805 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/07/055413	registry	Ctri/2023/07/055413	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/07/055413. The effectiveness of structured exercise based rehabilitation program in patients with early osteoarthritis knee. Ctri/2023/07/055413 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/07/055542	registry	Ctri/2023/07/055542	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/07/055542. Effect of 6-week exercise programme on gait patterns, muscle activation and balance in patients with osteoarthritis of knee. Ctri/2023/07/055542 2023.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ctri/2023/08/056055	registry	Ctri/2023/08/056055	.	cochrane_pubmed_html_reference_block	extracted_from_pubmed_html	.	Ctri/2023/08/056055. Impact of polyvagal and knee strengthning execises on pain and quality of life in female paitents with knee osteoarthritis. Ctri/2023/08/056055 2023.
