review_group	review_pdf	review_id	study_label	pmid	pmcid	in_pmc	match_methods	title	journal	year	doi	pubmed_url	pmc_url
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Bollaert 1998	9559600	.	no	direct_pubmed_link	Reversal of late septic shock with supraphysiologic doses of hydrocortisone	Critical Care Medicine	1998	.	https://pubmed.ncbi.nlm.nih.gov/9559600/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Bone 1987	3306374	.	no	direct_pubmed_link	A controlled clinical trial of high-dose methylprednisolone in the treatment of severe sepsis and septic shock	New England Journal of Medicine	1987	.	https://pubmed.ncbi.nlm.nih.gov/3306374/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Briegel 1999	10321661	.	no	direct_pubmed_link	Stress doses of hydrocortisone reverse hyperdynamic septic shock: a prospective, randomized, double-blind, single-center study	Critical Care Medicine	1999	.	https://pubmed.ncbi.nlm.nih.gov/10321661/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Chang 2020	32243943	.	no	direct_pubmed_link	Combined treatment with hydrocortisone, vitamin c, and thiamine for sepsis and septic shock (HYVCTTSSS): a randomized controlled clinical trial	Chest	2020	10.1016/j.chest.2020.02.065	https://pubmed.ncbi.nlm.nih.gov/32243943/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Cicarelli 2007	17992396	PMC11020550	yes	direct_pubmed_link	Early dexamethasone treatment for septic shock patients: a prospective randomized clinical trial	São Paulo Medical Journal	2007	.	https://pubmed.ncbi.nlm.nih.gov/17992396/	https://pmc.ncbi.nlm.nih.gov/articles/PMC11020550/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Confalonieri 2005	15557131	.	no	direct_pubmed_link	Hydrocortisone infusion for severe community acquired pneumonia: a preliminary randomized study	American Journal of Respiratory and Critical Care Medicine	2005	.	https://pubmed.ncbi.nlm.nih.gov/15557131/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Corral‐Gudino 2021	33534047	PMC7854876	yes	direct_pubmed_link	Methylprednisolone in adults hospitalized with COVID-19 pneumonia: an open-label randomized trial (GLUCOCOVID)	Wiener Klinische Wochenschrift	2021	10.1007/s00508-020-01805-8	https://pubmed.ncbi.nlm.nih.gov/33534047/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7854876/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Dequin 2020	32876689	PMC7489432	yes	direct_pubmed_link	Effect of hydrocortisone on 21-day mortality or respiratory support among critically ill patients with COVID-19: a randomized clinical trial	JAMA	2020	10.1001/jama.2020.16761	https://pubmed.ncbi.nlm.nih.gov/32876689/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7489432/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Dequin 2023	36942789	.	no	direct_pubmed_link	Hydrocortisone in severe community-acquired pneumonia	New England Journal of Medicine	2023	10.1056/nejmoa2215145	https://pubmed.ncbi.nlm.nih.gov/36942789/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	El‐Nawawy 2017	27798546	.	no	direct_pubmed_link	Evaluation of early corticosteroid therapy in management of paediatric septic shock in paediatric intensive care patients: a randomized clinical study	Pediatric Infectious Disease Journal	2017	.	https://pubmed.ncbi.nlm.nih.gov/27798546/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Fernández‐Serrano 2011	21406101	PMC3219361	yes	direct_pubmed_link	Effect of corticosteroids on the clinical course of community-acquired pneumonia: a randomized controlled trial	Critical Care	2011	.	https://pubmed.ncbi.nlm.nih.gov/21406101/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3219361/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Ghanei 2021	34526033	PMC8441037	yes	direct_pubmed_link	The efficacy of corticosteroids therapy in patients with moderate to severe SARS-Cov-2 infection: a multicenter, randomized, open-label trial	Respiratory Research	2021	10.1186/s12931-021-01833-6	https://pubmed.ncbi.nlm.nih.gov/34526033/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8441037/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Gordon 2014	24557425	.	no	direct_pubmed_link	The interaction of vasopressin and corticosteroids in septic shock: a pilot randomized controlled trial	Critical Care Medicine	2014	.	https://pubmed.ncbi.nlm.nih.gov/24557425/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Gordon 2016	27483065	.	no	direct_pubmed_link	Effect of early vasopressin vs norepinephrine on kidney failure in patients with septic shock: the VANISH randomized clinical trial	JAMA	2016	.	https://pubmed.ncbi.nlm.nih.gov/27483065/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Horby 2021	32678530	PMC7383595	yes	direct_pubmed_link	Dexamethasone in hospitalized patients with Covid-19	New England Journal of Medicine	2021	10.1056/nejmoa2021436	https://pubmed.ncbi.nlm.nih.gov/32678530/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7383595/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Hu 2009	19751560	.	no	direct_pubmed_link	The effect of low-dose hydrocortisone on requirement of norepinephrine and lactate clearance in patients with refractory septic shock	Zhongguo Wei Zhong Bing Ji Jiu Yi Xue	2009	.	https://pubmed.ncbi.nlm.nih.gov/19751560/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Huang 2014	24598293	.	no	direct_pubmed_link	Effect of Sini decoction on function of hypothalamic-pituitary-adrenal axis in patients with sepsis	Zhonghua Wei Zhong Bing Ji Jiu Yi Xue	2014	.	https://pubmed.ncbi.nlm.nih.gov/24598293/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Hyvernat 2016	27405061	.	no	direct_pubmed_link	Effects of increasing hydrocortisone to 300 mg per day in the treatment of septic shock: a pilot study	Shock	2016	.	https://pubmed.ncbi.nlm.nih.gov/27405061/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Iglesias 2020	32194058	.	no	direct_pubmed_link	Outcomes of metabolic resuscitation using ascorbic acid, thiamine, and glucocorticoids in the early treatment of sepsis: the ORANGES trial	Chest	2020	10.1016/j.chest.2020.02.049	https://pubmed.ncbi.nlm.nih.gov/32194058/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Jamshidi 2021	34484379	PMC8383994	yes	direct_pubmed_link	Effects of triple combination of hydrocortisone, thiamine, and vitamin C on clinical outcome in patients with septic shock: a single-center randomized controlled trial	Journal of Research in Medical Sciences	2021	10.4103/jrms.jrms_593_19	https://pubmed.ncbi.nlm.nih.gov/34484379/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8383994/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Keh 2003	12426230	.	no	direct_pubmed_link	"Immunologic and hemodynamic effects of ""low-dose"" hydrocortisone in septic shock: a double-blind, randomized, placebo-controlled, crossover study"	American Journal of Respiratory and Critical Care Medicine	2003	.	https://pubmed.ncbi.nlm.nih.gov/12426230/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Keh 2016	27695824	.	no	direct_pubmed_link	Effect of hydrocortisone on development of shock among patients with severe sepsis: the HYPRESS randomized clinical trial	JAMA	2016	.	https://pubmed.ncbi.nlm.nih.gov/27695824/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Liu 2012	23158856	.	no	direct_pubmed_link	The effect of stress dose glucocorticoid on patients with acute respiratory distress syndrome combined with critical illness-related corticosteroid insufficiency	Zhonghua Nei Ke Za Zhi	2012	.	https://pubmed.ncbi.nlm.nih.gov/23158856/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Loisa 2007	17306016	PMC2151907	yes	direct_pubmed_link	Effect of mode of hydrocortisone administration on glycemic control in patients with septic shock: a prospective randomized trial	Critical Care	2007	.	https://pubmed.ncbi.nlm.nih.gov/17306016/	https://pmc.ncbi.nlm.nih.gov/articles/PMC2151907/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Luce 1988	3202402	.	no	direct_pubmed_link	Ineffectiveness of high-dose methylprednisolone in preventing parenchymal lung injury and improving mortality in patients with septic shock	American Review of Respiratory Diseases	1988	.	https://pubmed.ncbi.nlm.nih.gov/3202402/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Lv 2017	28615145	.	no	direct_pubmed_link	Early initiation of low-dose hydrocortisone treatment for septic shock in adults: a randomized clinical trial	American Journal of Emergency Medicine	2017	.	https://pubmed.ncbi.nlm.nih.gov/28615145/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Lyu 2022	36171582	PMC9520942	yes	direct_pubmed_link	Early administration of hydrocortisone, vitamin C, and thiamine in adult patients with septic shock: a randomized controlled clinical trial	Critical Care	2022	10.1186/s13054-022-04175-x	https://pubmed.ncbi.nlm.nih.gov/36171582/	https://pmc.ncbi.nlm.nih.gov/articles/PMC9520942/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	McHardy 1972	4404939	PMC1786783	yes	direct_pubmed_link	Ampicillin dosage and use of prednisolone in treatment of pneumonia: co-operative controlled trial	British Medical Journal	1972	.	https://pubmed.ncbi.nlm.nih.gov/4404939/	https://pmc.ncbi.nlm.nih.gov/articles/PMC1786783/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Meduri 2007	17426195	.	no	direct_pubmed_link	Methylprednisolone infusion in early severe ARDS: results of a randomized controlled trial	Chest	2007	.	https://pubmed.ncbi.nlm.nih.gov/17426195/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Meduri 2022	35723686	PMC9208259	yes	direct_pubmed_link	Low-dose methylprednisolone treatment in critically ill patients with severe community-acquired pneumonia	Intensive Care Medicine	2022	10.1007/s00134-022-06684-3	https://pubmed.ncbi.nlm.nih.gov/35723686/	https://pmc.ncbi.nlm.nih.gov/articles/PMC9208259/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Meijvis 2011	21636122	.	no	direct_pubmed_link	Dexamethasone and length of hospital stay in patients with community-acquired pneumonia: a randomised, double-blind, placebo-controlled trial	Lancet	2011	.	https://pubmed.ncbi.nlm.nih.gov/21636122/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Menon 2017	28406862	PMC5457353	yes	direct_pubmed_link	A randomized controlled trial of corticosteroids in paediatric septic shock: a pilot feasibility study	Pediatric Critical Care Medicine	2017	.	https://pubmed.ncbi.nlm.nih.gov/28406862/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5457353/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Mohamed 2020	33024370	PMC7519616	yes	direct_pubmed_link	Vitamin C therapy or routine care in septic shock (Victor) trial: effect of intravenous vitamin C, thiamine, and hydrocortisone administration on inpatient mortality among patients with septic shock	Indian Journal of Critical Care Medicine	2020	10.5005/jp-journals-10071-23517	https://pubmed.ncbi.nlm.nih.gov/33024370/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7519616/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Mohamed 2023	36870070	PMC10125121	yes	direct_pubmed_link	Evaluation of hydrocortisone, vitamin C, and thiamine for the treatment of septic shock: a randomized controlled trial (The HYVITS Trial)	Shock	2023	10.1097/shk.0000000000002110	https://pubmed.ncbi.nlm.nih.gov/36870070/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10125121/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Moskowitz 2020	32809003	PMC7435341	yes	direct_pubmed_link	Effect of ascorbic acid, corticosteroids, and thiamine on organ injury in septic shock: the ACTS randomized clinical trial	JAMA	2020	10.1001/jama.2020.11946	https://pubmed.ncbi.nlm.nih.gov/32809003/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7435341/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Nagy 2013	22588852	.	no	direct_pubmed_link	Efficacy of methylprednisolone in children with severe community acquired pneumonia	Pediatric Pulmonology	2013	.	https://pubmed.ncbi.nlm.nih.gov/22588852/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Ngaosuwan 2018	29176402	.	no	direct_pubmed_link	Clinical outcomes of minimized hydrocortisone dosage of 100mg/day on lower occurrence of hyperglycaemia in septic shock	Shock	2018	.	https://pubmed.ncbi.nlm.nih.gov/29176402/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Oppert 2005	16276166	.	no	direct_pubmed_link	Low-dose hydrocortisone improves shock reversal and reduces cytokine levels in early hyperdynamic septic shock	Critical Care Medicine	2005	.	https://pubmed.ncbi.nlm.nih.gov/16276166/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Ram 2022	36620116	PMC9813985	yes	direct_pubmed_link	Hyperglycemia risk evaluation of hydrocortisone intermittent boluses versus continuous infusion in septic shock: a prospective randomized trial	Anesthesia Essays and Researchers	2022	10.4103/aer.aer_115_22	https://pubmed.ncbi.nlm.nih.gov/36620116/	https://pmc.ncbi.nlm.nih.gov/articles/PMC9813985/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Rinaldi 2006	16850006	.	no	direct_pubmed_link	Low-dose hydrocortisone during severe sepsis: effects on microalbuminemia	Critical Care Medicine	2006	.	https://pubmed.ncbi.nlm.nih.gov/16850006/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Schumer 1976	786190	PMC1344393	yes	direct_pubmed_link	Steroids in the treatment of clinical septic shock	Annals of Surgery	1976	.	https://pubmed.ncbi.nlm.nih.gov/786190/	https://pmc.ncbi.nlm.nih.gov/articles/PMC1344393/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Sevransky 2021	33620405	PMC7903252	yes	direct_pubmed_link	Effect of vitamin C, thiamine, and hydrocortisone on ventilator- and vasopressor-free days in patients with sepsis: the VICTAS randomized clinical trial	JAMA	2021	10.1001/jama.2020.24505	https://pubmed.ncbi.nlm.nih.gov/33620405/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7903252/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Sevransky 2021	36853612	PMC9975932	yes	direct_pubmed_link	Association of vitamin C, thiamine, and hydrocortisone infusion with long-term cognitive, psychological, and functional outcomes in sepsis survivors: a secondary analysis of the vitamin C, thiamine, and steroids in sepsis randomized clinical trial	Journal of the American Medical Association Network Open	2023	10.1001/jamanetworkopen	https://pubmed.ncbi.nlm.nih.gov/36853612/	https://pmc.ncbi.nlm.nih.gov/articles/PMC9975932/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Slusher 1996	8823850	.	no	direct_pubmed_link	Randomized, placebo-controlled, double blinded trial of dexamethasone in African children with sepsis	Pediatric Infectious Diseases Journal	1996	.	https://pubmed.ncbi.nlm.nih.gov/8823850/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Snijders 2010	20133929	.	no	direct_pubmed_link	Efficacy of corticosteroids in community-acquired pneumonia – a randomized double blinded clinical trial	American Journal of Respiratory and Critical Care Medicine	2010	.	https://pubmed.ncbi.nlm.nih.gov/20133929/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Sprung 1984	6384785	.	no	direct_pubmed_link	The effects of high-dose corticosteroids in patients with septic shock	New England Journal of Medicine	1984	.	https://pubmed.ncbi.nlm.nih.gov/6384785/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Sprung 2008	18184957	.	no	direct_pubmed_link	Hydrocortisone therapy for patients with septic shock	New England Journal of Medicine	2008	.	https://pubmed.ncbi.nlm.nih.gov/18184957/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Tagaro 2017	28363363	.	no	direct_pubmed_link	Dexamethasone for parapneumonic pleural effusion: a randomized, double-blind, clinical trial	Journal of Pediatrics	2017	.	https://pubmed.ncbi.nlm.nih.gov/28363363/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Tilouche 2019	30628950	.	no	direct_pubmed_link	Comparison between continuous and intermittent administration of hydrocortisone during septic shock: a randomized controlled clinical trial	Shock	2019	10.1097/shk.0000000000001316	https://pubmed.ncbi.nlm.nih.gov/30628950/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Tomazini 2020	32876695	PMC7489411	yes	direct_pubmed_link	Effect of dexamethasone on days alive and ventilator-free in patients with moderate or severe acute respiratory distress syndrome and COVID-19: the CoDEX randomized clinical trial	JAMA	2020	10.1001/jama.2020.17021	https://pubmed.ncbi.nlm.nih.gov/32876695/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7489411/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Tongyoo 2016	27741949	PMC5065699	yes	direct_pubmed_link	Hydrocortisone treatment in early sepsis associated acute respiratory distress syndrome: results of a randomized controlled trial	Critical Care	2016	.	https://pubmed.ncbi.nlm.nih.gov/27741949/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5065699/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Torres 2015	25688779	.	no	direct_pubmed_link	Effect of corticosteroids on treatment failure among hospitalized patients with severe community-acquired pneumonia and high inflammatory response: a randomized clinical trial	JAMA	2015	.	https://pubmed.ncbi.nlm.nih.gov/25688779/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Valoor 2009	19057445	.	no	direct_pubmed_link	Low-dose hydrocortisone in paediatric septic shock: an exploratory study in a third world setting	Pediatric Critical Care Medicine	2009	.	https://pubmed.ncbi.nlm.nih.gov/19057445/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	VASSCSG 1987	2888017	.	no	direct_pubmed_link	Effect of high-dose glucocorticoid therapy on mortality in patients with clinical signs of systemic sepsis	New England Journal of Medicine	1987	.	https://pubmed.ncbi.nlm.nih.gov/2888017/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Venkatesh 2018	29347874	.	no	direct_pubmed_link	Adjunctive glucocorticoid therapy in patients with septic shock	New England Journal of Medicine	2018	10.1056/nejmoa1705835	https://pubmed.ncbi.nlm.nih.gov/29347874/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Venkatesh 2018	29694789	.	no	direct_pubmed_link	Long-term outcomes of the ADRENAL trial [2018]	New England Journal of Medicine	2018	.	https://pubmed.ncbi.nlm.nih.gov/29694789/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Villar 2020	32043986	.	no	direct_pubmed_link	Dexamethasone treatment for the acute respiratory distress syndrome: a multicentre, randomised controlled trial	Lancet Respiratory Medicine	2020	10.1016/s2213-2600(19)30417-5	https://pubmed.ncbi.nlm.nih.gov/32043986/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Wani 2020	31990246	.	no	direct_pubmed_link	Combination of vitamin C, thiamine and hydrocortisone added to standard treatment in the management of sepsis: results from an open label randomised controlled clinical trial and a review of the literature	Infectious Diseases	2020	10.1080/23744235.2020.1718200	https://pubmed.ncbi.nlm.nih.gov/31990246/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Wittermans 2021	33446608	.	no	direct_pubmed_link	Late breaking abstract - adjunctive treatment with oral dexamethasone in adults hospitalised with community-acquired pneumonia: a randomised clinical trial	European Respiratory Journal	2020	10.1183/13993003.congress-2020	https://pubmed.ncbi.nlm.nih.gov/33446608/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Yildiz 2002	12133187	PMC125315	yes	direct_pubmed_link	Physiological-dose steroid therapy in sepsis	Critical Care	2002	.	https://pubmed.ncbi.nlm.nih.gov/12133187/	https://pmc.ncbi.nlm.nih.gov/articles/PMC125315/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Yildiz 2011	22973341	PMC3430057	yes	direct_pubmed_link	The effects of moderate-dose steroid therapy in sepsis: a placebo-controlled, randomized study	Journal of Research in Medical Sciences	2011	.	https://pubmed.ncbi.nlm.nih.gov/22973341/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3430057/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Abbott 2013	26416334	.	no	direct_pubmed_link	The incremental effects of manual therapy or booster sessions in addition to exercise therapy for knee osteoarthritis: a randomized clinical trial	Journal of Orthopaedic and Sports Physical Therapy	2015	10.2519/jospt.2015.6015	https://pubmed.ncbi.nlm.nih.gov/26416334/	.
