review_group	review_pdf	review_id	study_label	pmid	pmcid	in_pmc	match_methods	title	journal	year	doi	pubmed_url	pmc_url
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Klastersky 1971	4929896	.	no	direct_pubmed_link	Effectiveness of betamethasone in management of severe infections	New England Journal of Medicine	1971	.	https://pubmed.ncbi.nlm.nih.gov/4929896/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Lan 2015	26758116	.	no	direct_pubmed_link	Effectiveness of methylprednisolone in treatment of children with refractory mycoplasma pneumoniae pneumonia and its relationship with bronchoalveolar lavage cytokine levels	Zhonghua Er Ke Za Zhi	2015	.	https://pubmed.ncbi.nlm.nih.gov/26758116/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Lloyd 2019	31282921	PMC6618815	yes	direct_pubmed_link	Effectiveness of a bundled intervention including adjunctive corticosteroids on outcomes of hospitalized patients with community-acquired pneumonia: a stepped-wedge randomized clinical trial	Journal of the American Medical Association Internal Medicine	2019	10.1001/jamainternmed.2019.1438	https://pubmed.ncbi.nlm.nih.gov/31282921/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6618815/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Lucas 1984	6712466	.	no	direct_pubmed_link	The cardiopulmonary response to massive doses of steroids in patients with septic shock	Archives of Surgery	1984	.	https://pubmed.ncbi.nlm.nih.gov/6712466/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Luo 2014	23401275	.	no	direct_pubmed_link	Effects of prednisolone on refractory mycoplasma pneumoniae pneumonia in children	Pediatric Pulmonology	2014	.	https://pubmed.ncbi.nlm.nih.gov/23401275/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Malaska 2022	35033182	PMC8760569	yes	direct_pubmed_link	Effect of dexamethasone in patients with ARDS and COVID-19 (REMED Trial) - prospective, multi-centre, open-label, parallel-group, randomized controlled trial	Trials	2022	10.1186/s40635-022-00468-1	https://pubmed.ncbi.nlm.nih.gov/35033182/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8760569/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Marik 1993	8339624	.	no	direct_pubmed_link	Hydrocortisone and tumour necrosis factor in severe community-acquired pneumonia	Chest	1993	.	https://pubmed.ncbi.nlm.nih.gov/8339624/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	McKee 1983	6131207	.	no	direct_pubmed_link	Cortisol replacement in severely stressed patients	Lancet	1983	.	https://pubmed.ncbi.nlm.nih.gov/6131207/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Meduri 1998b	9669790	.	no	direct_pubmed_link	Effect of prolonged methylprednisolone therapy in unresolving acute respiratory distress syndrome: a randomized controlled trial	JAMA	1998	.	https://pubmed.ncbi.nlm.nih.gov/9669790/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Mikami 2007	17710485	.	no	direct_pubmed_link	Efficacy of corticosteroids in the treatment of community-acquired pneumonia requiring hospitalization	Lung	2007	.	https://pubmed.ncbi.nlm.nih.gov/17710485/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Munch 2021	34138478	PMC8441888	yes	direct_pubmed_link	Low-dose hydrocortisone in patients with COVID-19 and severe hypoxia: the COVID STEROID randomised, placebo-controlled trial	Acta Anaesthesiology Scandinavia	2021	10.1111/aas.13941	https://pubmed.ncbi.nlm.nih.gov/34138478/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8441888/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Newberry 2017	28145162	.	no	direct_pubmed_link	Early use of corticosteroids in infants with a clinical diagnosis of pneumocystis Jiroveci pneumonia in Malawi: a double-blind, randomised clinical trial	Paediatric International Child Health	2017	.	https://pubmed.ncbi.nlm.nih.gov/28145162/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Peeters 2018	30374692	PMC6280831	yes	direct_pubmed_link	ACTH and cortisol responses to CRH in acute, subacute, and prolonged critical illness: a randomized, double-blind, placebo-controlled, crossover cohort study	Intensive Care Medicine	2018	.	https://pubmed.ncbi.nlm.nih.gov/30374692/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6280831/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Rogers 1970	4923652	.	no	direct_pubmed_link	Large doses of steroids in septicaemic shock	British Journal of Urology	1970	.	https://pubmed.ncbi.nlm.nih.gov/4923652/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Roquilly 2011	21427372	.	no	direct_pubmed_link	Hydrocortisone therapy for patients with multiple trauma: the randomized controlled HYPOLYTE study	JAMA	2011	.	https://pubmed.ncbi.nlm.nih.gov/21427372/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Schwingshackl 2016	26545141	PMC4666843	yes	direct_pubmed_link	Regulation of inflammatory biomarkers by intravenous methylprednisolone in pediatric ARDS patients: results from a double-blind, placebo-controlled randomized pilot trial	Cytokine	2016	.	https://pubmed.ncbi.nlm.nih.gov/26545141/	https://pmc.ncbi.nlm.nih.gov/articles/PMC4666843/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Steinberg 2006	16625008	.	no	direct_pubmed_link	Efficacy and safety of corticosteroids for persistent acute respiratory distress syndrome	New England Journal of Medicine	2006	.	https://pubmed.ncbi.nlm.nih.gov/16625008/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Tam 2012	22865871	PMC3466094	yes	direct_pubmed_link	Effects of short-course oral corticosteroid therapy in early dengue infection in Vietnamese patients: a randomized, placebo-controlled trial	Clinical Infectious Disease	2012	.	https://pubmed.ncbi.nlm.nih.gov/22865871/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3466094/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	van Woensel 2003	12728156	PMC1746666	yes	direct_pubmed_link	Dexamethasone for treatment of patients mechanically ventilated for lower respiratory tract infection caused by respiratory syncytial virus	Thorax	2003	.	https://pubmed.ncbi.nlm.nih.gov/12728156/	https://pmc.ncbi.nlm.nih.gov/articles/PMC1746666/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Venet 2015	25619170	PMC4347659	yes	direct_pubmed_link	Low-dose hydrocortisone reduces norepinephrine duration in severe burn patients: a randomized clinical trial	Critical Care	2015	.	https://pubmed.ncbi.nlm.nih.gov/25619170/	https://pmc.ncbi.nlm.nih.gov/articles/PMC4347659/
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Wagner 1955	13304518	.	no	direct_pubmed_link	The effect of hydrocortisone upon the course of pneumococcal pneumonia treated with penicillin	Bulletin of Johns Hopkins Hospital	1955	.	https://pubmed.ncbi.nlm.nih.gov/13304518/	.
after_pilot	Cochrane_reviews/after_pilot/CD002243_corticosteroids_sepsis.pdf	CD002243_corticosteroids_sepsis	Weigelt 1985	3885915	.	no	direct_pubmed_link	Early steroid therapy for respiratory failure	Archives of Surgery	1985	.	https://pubmed.ncbi.nlm.nih.gov/3885915/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Actrn12616000273482	29761054	PMC5949056	yes	direct_pubmed_link	Feasibility and potential benefits of high-intensity interval cycling for knee osteoarthritic patients: a randomised control feasibility trial? Is high-intensity interval cycling feasible and more beneficial than continuous cycling for knee osteoarthritic patients? Actrn12616000273482 2016.	.	2016	.	https://pubmed.ncbi.nlm.nih.gov/29761054/	https://pmc.ncbi.nlm.nih.gov/articles/PMC5949056/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Actrn12622000461796	38350917	PMC10863299	yes	direct_pubmed_link	Exercise and weight loss for hip osteoarthritis: a clinical trial	.	2022	.	https://pubmed.ncbi.nlm.nih.gov/38350917/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10863299/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ageberg 2010	20565735	PMC2896351	yes	direct_pubmed_link	Feasibility of neuromuscular training in patients with severe hip or knee OA: the individualized goal-based NEMEX-TJR training program	BMC Musculoskeletal Disorders	2010	.	https://pubmed.ncbi.nlm.nih.gov/20565735/	https://pmc.ncbi.nlm.nih.gov/articles/PMC2896351/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Aglamis 2008	20023363	.	no	direct_pubmed_link	Change of quality of life due to exercise training in knee osteoarthritis: SF-36 and WOMAC	Journal of Back and Musculoskeletal Rehabilitation	2009	.	https://pubmed.ncbi.nlm.nih.gov/20023363/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ahmad 2023	37571940	PMC10422143	yes	direct_pubmed_link	Effects of self-management program as adjunctive to usual rehabilitation exercise on pain and functional outcomes in knee osteoarthritis: a randomized controlled trial	Journal of Research in Health Sciences	2023	10.34172/jrhs.2023.104	https://pubmed.ncbi.nlm.nih.gov/37571940/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10422143/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Akyol 2010	20926998	.	no	direct_pubmed_link	Does short-wave diathermy increase the effectiveness of isokinetic exercise on pain, function, knee muscle strength, quality of life, and depression in the patients with knee osteoarthritis? A randomized controlled clinical study	European Journal of Physical and Rehabilitation Medicine	2010	.	https://pubmed.ncbi.nlm.nih.gov/20926998/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Alfredo 2012	22169831	.	no	direct_pubmed_link	Efficacy of low level laser therapy associated with exercises in knee osteoarthritis: a randomized double-blind study	Clinical Rehabilitation	2012	.	https://pubmed.ncbi.nlm.nih.gov/22169831/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Alkhawajah 2019	31627723	PMC6800493	yes	direct_pubmed_link	The effect of mobilization with movement on pain and function in patients with knee osteoarthritis: a randomized double-blind controlled trial	BMC Musculoskeletal Disorders	2019	10.1186/s12891-019-2841-4	https://pubmed.ncbi.nlm.nih.gov/31627723/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6800493/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Allen 2021	31138256	PMC6540433	yes	direct_pubmed_link	STepped exercise program for patients with knee OsteoArthritis (STEP-KOA): protocol for a randomized controlled trial	BMC Musculoskeletal Disorders	2019	10.1186/s12891-019-2627-8	https://pubmed.ncbi.nlm.nih.gov/31138256/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6540433/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Allen 2021	33370174	PMC10405203	yes	direct_pubmed_link	Stepped exercise program for patients with knee osteoarthritis a randomized controlled trial	Annals of Internal Medicine	2021	10.7326/m20-4447	https://pubmed.ncbi.nlm.nih.gov/33370174/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10405203/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Allen 2021	35365305	.	no	direct_pubmed_link	Cost and quality of life outcomes of the stepped exercise program for patients with knee osteoarthritis trial	Value in Health	2022	10.1016/j.jval.2021.09.018	https://pubmed.ncbi.nlm.nih.gov/35365305/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Anjum 2023	38054019	PMC10695107	yes	direct_pubmed_link	Comparison of instrument-assisted soft tissue mobilization and proprioceptive neuromuscular stretching on hamstring flexibility in patients with knee osteoarthritis	PeerJ	2023	10.7717/peerj.16506	https://pubmed.ncbi.nlm.nih.gov/38054019/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10695107/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Aree‐Ue 2017	28095581	.	no	direct_pubmed_link	Long-term adherence and effectiveness of a multicomponent intervention for community-dwelling overweight Thai older adults with knee osteoarthritis: 1-year follow up	Journal of Gerontological Nursing	2017	10.3928/00989134-20170111-09	https://pubmed.ncbi.nlm.nih.gov/28095581/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Armagan 2015	25096309	.	no	direct_pubmed_link	Comparison of the symptomatic and chondroprotective effects of glucosamine sulphate and exercise treatments in patients with knee osteoarthritis	Journal of Back and Musculoskeletal Rehabilitation	2015	10.3233/bmr-140516	https://pubmed.ncbi.nlm.nih.gov/25096309/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Atamaz 2006	16416102	.	no	direct_pubmed_link	A comparison of two different intra-articular hyaluronan drugs and physical therapy in the management of knee osteoarthritis	Rheumatology International	2006	.	https://pubmed.ncbi.nlm.nih.gov/16416102/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Atamaz 2012	22459699	.	no	direct_pubmed_link	Comparison of the efficacy of transcutaneous electrical nerve stimulation, interferential currents, and shortwave diathermy in knee osteoarthritis: a double-blind, randomized, controlled, multicenter study	Archives of Physical Medicine and Rehabilitation	2012	.	https://pubmed.ncbi.nlm.nih.gov/22459699/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Bell 2023c	37989380	PMC10668304	yes	direct_pubmed_link	Using SUpported Motivational InTerviewing (SUMIT) to improve physical activity for people with knee osteoarthritis	Journal of Science and Medicine in Sport	2023	10.1016/j.jsams.2023.08.073	https://pubmed.ncbi.nlm.nih.gov/37989380/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10668304/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Bennell 2005	15897310	PMC1755542	yes	direct_pubmed_link	Efficacy of physiotherapy management of knee joint osteoarthritis: a randomised, double blind, placebo controlled trial	Annals of the Rheumatic Diseases	2005	.	https://pubmed.ncbi.nlm.nih.gov/15897310/	https://pmc.ncbi.nlm.nih.gov/articles/PMC1755542/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Bezalel 2010	20420960	.	no	direct_pubmed_link	The effect of a group education programme on pain and function through knowledge acquisition and home-based exercise among patients with knee osteoarthritis: a parallel randomised single-blind clinical trial	Physiotherapy	2010	.	https://pubmed.ncbi.nlm.nih.gov/20420960/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Bhore 2023	37397115	PMC10312405	yes	direct_pubmed_link	Effect of multi-component exercises program on pain-related gait adaptations among individuals with osteoarthritis of the knee joint	Journal of Education & Health Promotion	2023	10.4103/jehp.jehp_1628_22	https://pubmed.ncbi.nlm.nih.gov/37397115/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10312405/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Boocock 2009	19246217	.	no	direct_pubmed_link	The short-term effects of running on the deformation of knee articular cartilage and its relationship to biomechanical loads at the knee	Osteoarthritis and Cartilage	2009	.	https://pubmed.ncbi.nlm.nih.gov/19246217/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Borjesson 1996	9238726	.	no	direct_pubmed_link	Physiotherapy in knee osteoarthrosis effect on pain and walking	Physiotherapy Research International	1996	.	https://pubmed.ncbi.nlm.nih.gov/9238726/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Brosseau 2012a	23061875	PMC3491047	yes	direct_pubmed_link	The implementation of a community-based aerobic walking program for mild to moderate knee osteoarthritis (OA): a knowledge translation (KT) randomized controlled trial (RCT): Part I: The Uptake of the Ottawa Panel clinical practice guidelines (CPGs)	BMC Public Health	2012	.	https://pubmed.ncbi.nlm.nih.gov/23061875/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3491047/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Brosseau 2012b	23061875	PMC3491047	yes	direct_pubmed_link	The implementation of a community-based aerobic walking program for mild to moderate knee osteoarthritis (OA): a knowledge translation (KT) randomized controlled trial (RCT): Part I: The Uptake of the Ottawa Panel clinical practice guidelines (CPGs)	BMC Public Health	2012	.	https://pubmed.ncbi.nlm.nih.gov/23061875/	https://pmc.ncbi.nlm.nih.gov/articles/PMC3491047/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Bulthuis 2007	17956917	.	no	direct_pubmed_link	Arthritis patients show long-term benefits from 3 weeks intensive exercise training directly following hospital discharge	Rheumatology	2007	.	https://pubmed.ncbi.nlm.nih.gov/17956917/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Bulthuis 2008	18240191	.	no	direct_pubmed_link	Cost-effectiveness of intensive exercise therapy directly following hospital discharge in patients with arthritis: results of a randomized controlled clinical trial	Arthritis and Rheumatism	2008	.	https://pubmed.ncbi.nlm.nih.gov/18240191/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Cagnin 2020	31573835	.	no	direct_pubmed_link	A multi-arm cluster randomized clinical trial of the use of knee kinesiography in the management of osteoarthritis patients in a primary care setting	Postgraduate Medicine	2020	10.1080/00325481.2019.1665457	https://pubmed.ncbi.nlm.nih.gov/31573835/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Cagnin 2020	36423400	.	no	direct_pubmed_link	Targeted exercises can improve biomechanical markers in individuals with knee osteoarthritis: a secondary analysis from a cluster randomized controlled trial	Knee	2023	10.1016/j.knee.2022.10.008	https://pubmed.ncbi.nlm.nih.gov/36423400/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Centor 2023	36940453	.	no	direct_pubmed_link	Web exclusive	Annals on call - exercise for knee osteoarthritis: is more better? Annals of Internal Medicine	2023	10.7326/a22-0006	https://pubmed.ncbi.nlm.nih.gov/36940453/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Cetin 2008	18496246	.	no	direct_pubmed_link	Comparing hot pack, short-wave diathermy, ultrasound, and TENS on isokinetic strength, pain, and functional status of women with osteoarthritic knees: a single-blind, randomized, controlled trial	American Journal of Physical Medicine & Rehabilitation	2008	.	https://pubmed.ncbi.nlm.nih.gov/18496246/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Chaipinyo 2009	19226239	.	no	direct_pubmed_link	No difference between home-based strength training and home-based balance training on pain in patients with knee osteoarthritis: a randomised trial	Australian Journal of Physiotherapy	2009	.	https://pubmed.ncbi.nlm.nih.gov/19226239/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Chamberlain 1982	7174213	.	no	direct_pubmed_link	Physiotherapy in osteoarthrosis of the knees	International Rehabilitation Medicine	1982	.	https://pubmed.ncbi.nlm.nih.gov/7174213/	.
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Chang 2019	31763622	PMC6857980	yes	direct_pubmed_link	Association between pre-intervention physical activity level and treatment response to exercise therapy in persons with knee osteoarthritis-an exploratory study	ACR Open Rheumatology	2019	10.1002/acr2.1013	https://pubmed.ncbi.nlm.nih.gov/31763622/	https://pmc.ncbi.nlm.nih.gov/articles/PMC6857980/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Chao 2021	32037857	PMC8808852	yes	direct_pubmed_link	Effect of systematic exercise rehabilitation on patients with knee osteoarthritis: a randomized controlled trial	Cartilage	2021	10.1177/1947603520903443	https://pubmed.ncbi.nlm.nih.gov/32037857/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8808852/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Chen 2021b	34332537	PMC8325845	yes	direct_pubmed_link	Impacts of tai Chi exercise on functional fitness in community-dwelling older adults with mild degenerative knee osteoarthritis: a randomized controlled clinical trial	BMC Geriatrics	2021	10.1186/s12877-021-02390-9	https://pubmed.ncbi.nlm.nih.gov/34332537/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8325845/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2000033397	33126366	PMC7598832	yes	direct_pubmed_link	The feasibility and effectiveness of internet-based rehabilitation for patients with knee osteoarthritis: a randomized controlled trial in the community setting. ChiCTR2000033397 2020.	.	2020	.	https://pubmed.ncbi.nlm.nih.gov/33126366/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7598832/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300070376	38861546	PMC11166276	yes	direct_pubmed_link	ChiCTR2300070376 2023.	.	2023	.	https://pubmed.ncbi.nlm.nih.gov/38861546/	https://pmc.ncbi.nlm.nih.gov/articles/PMC11166276/
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	ChiCTR2300073688	37964273	PMC10647045	yes	direct_pubmed_link	Effect of the telemedicine-supported multicomponent exercise therapy in patients with knee osteoarthritis: a randomized controlled trial [Digital exercise therapy for the prevention and treatment of knee osteoarthritis: a clinical study protocol]. ChiCTR2300073688 2023.	.	2023	.	https://pubmed.ncbi.nlm.nih.gov/37964273/	https://pmc.ncbi.nlm.nih.gov/articles/PMC10647045/
